eta2,epsilon2,omega2,N
0.005065721,-0.002871544,-0.003556133,70
0.008588784,0.000689813,-4.49E-07,70
0.00627116,-0.001653002,-0.002339604,70
0.006542912,-0.001378296,-0.002064797,70
0.007656264,-0.000252843,-0.000941602,70
0.00850325,0.00060335,-8.63E-05,70
0.005882937,-0.002045446,-0.00273179,70
0.006316876,-0.001606789,-0.002293662,70
0.010394568,0.002515225,0.001822193,70
0.008116512,0.000212408,-0.000477168,70
0.008061776,0.000157076,-0.000532192,70
0.006349918,-0.001573389,-0.002259954,70
0.007049216,-0.00086649,-0.001554565,70
0.006995626,-0.000920662,-0.001608964,70
0.011315511,0.003446178,0.002751122,70
0.009811546,0.001925866,0.00123314,70
0.010527338,0.002649438,0.001955313,70
0.008410117,0.000509204,-0.000181384,70
0.005599063,-0.002332405,-0.003017643,70
0.006339836,-0.00158358,-0.002270208,70
0.00798472,7.92E-05,-0.000610699,70
0.007809304,-9.81E-05,-0.000787617,70
0.005550754,-0.002381239,-0.003066865,70
0.00879359,0.000896845,0.000206326,70
0.010014161,0.002130683,0.001438184,70
0.007930797,2.47E-05,-0.000665108,70
0.008593723,0.000694806,4.22E-06,70
0.008498481,0.000598529,-9.14E-05,70
0.009160617,0.001267862,0.000576341,70
0.010149964,0.002267963,0.001575121,70
0.006865839,-0.00105186,-0.00173913,70
0.006496602,-0.00142511,-0.002112034,70
0.0048316,-0.00310821,-0.003792021,70
0.006326857,-0.0015967,-0.002283021,70
0.007457877,-0.000453387,-0.00114213,70
0.006934988,-0.000981959,-0.001670172,70
0.008216446,0.000313428,-0.000376212,70
0.008007015,0.00010172,-0.000586886,70
0.009643254,0.001755744,0.001063525,70
0.007826784,-8.05E-05,-0.000769512,70
0.006722589,-0.001196667,-0.001883784,70
0.006953261,-0.000963487,-0.001651252,70
0.007772304,-0.000135542,-0.000825116,70
0.005797825,-0.002131482,-0.002817152,70
0.006774992,-0.001143694,-0.001831245,70
0.006330458,-0.00159306,-0.002279764,70
0.006143109,-0.001782445,-0.002468966,70
0.0094787,0.001589402,0.000897141,70
0.006767012,-0.00115176,-0.001839567,70
0.006052059,-0.001874485,-0.002560886,70
0.005500909,-0.002431626,-0.003117475,70
0.007098323,-0.000816849,-0.001504977,70
0.008056997,0.000152246,-0.000537132,70
0.007347374,-0.000565091,-0.001253308,70
0.00814598,0.000242196,-0.000447185,70
0.007548099,-0.000362183,-0.001050531,70
0.009185002,0.001292512,0.000601522,70
0.00840067,0.001499783,0.000893834,80
0.007259193,0.000347469,-0.000256818,80
0.006711907,-0.000205012,-0.000808136,80
0.006855438,-6.01E-05,-0.000663629,80
0.006847116,-6.85E-05,-0.00067205,80
0.007716534,0.000809152,0.000204369,80
0.005527987,-0.001400173,-0.002001619,80
0.006303466,-0.000617331,-0.001220033,80
0.006951373,3.67E-05,-0.000567285,80
0.005898336,-0.001026307,-0.001628723,80
0.00605663,-0.000866511,-0.001469372,80
0.006635455,-0.00028219,-0.000885485,80
0.007551521,0.000642573,3.78E-05,80
0.008924166,0.002028248,0.001421488,80
0.006733495,-0.00018322,-0.000786922,80
0.006199895,-0.000721885,-0.001324467,80
0.006588885,-0.000329203,-0.00093262,80
0.006882214,-3.31E-05,-0.00063695,80
0.006257142,-0.000664096,-0.00126706,80
0.006030478,-0.000892911,-0.001495649,80
0.007803383,0.000896825,0.000291787,80
0.007247469,0.000335634,-0.000268682,80
0.007696843,0.000789274,0.000183966,80
0.006723433,-0.000193377,-0.00079652,80
0.007816128,0.000909691,0.000304543,80
0.005325752,-0.001604327,-0.00220568,80
0.007364087,0.000453359,-0.000151021,80
0.00840853,0.001507718,0.000901907,80
0.004925186,-0.002008696,-0.002609307,80
0.007205963,0.000293733,-0.000310231,80
0.006889506,-2.57E-05,-0.00062933,80
0.008331925,0.001430386,0.000824452,80
0.006321692,-0.000598933,-0.001201837,80
0.007086384,0.00017302,-0.000431144,80
0.006898973,-1.62E-05,-0.000620056,80
0.005973869,-0.000950057,-0.001552482,80
0.005763683,-0.001162239,-0.001763915,80
0.007284514,0.000373031,-0.000231007,80
0.005722457,-0.001203857,-0.001805766,80
0.002822913,-0.004130928,-0.004728774,80
0.008461924,0.001561618,0.000955557,80
0.006157909,-0.00076427,-0.001366775,80
0.006788639,-0.000127553,-0.000731328,80
0.01001175,0.003126158,0.002517901,80
0.006654387,-0.000263078,-0.000866163,80
0.007869253,0.000963321,0.000358527,80
0.006409484,-0.000510307,-0.001113557,80
0.005055992,-0.001876648,-0.00247793,80
0.005357791,-0.001571984,-0.002173509,80
0.004878023,-0.002056307,-0.002656947,80
0.007740049,0.000832891,0.000228081,80
0.00673899,-0.000177673,-0.000780998,80
0.006484273,-0.000434808,-0.001037914,80
0.005208144,-0.001723052,-0.002324395,80
0.005692915,-0.001233679,-0.001835719,80
0.004611722,-0.002325136,-0.002925654,80
0.006200428,-0.000721348,-0.001323911,80
0.005059368,-0.00187324,-0.002474294,80
0.006622999,-0.000294765,-0.000898095,80
0.005959567,-0.000964495,-0.00156662,80
0.006723111,-0.000193702,-0.000796948,80
0.004535718,-0.002401862,-0.003001955,80
0.007730014,0.00082276,0.000217404,80
0.006275159,-0.000645907,-0.001249032,80
0.005384434,-0.001545088,-0.002146566,80
0.008230025,0.001327517,0.000722035,80
0.006055031,-0.000868125,-0.001470732,80
0.006136915,-0.000785463,-0.001388055,80
0.005417622,-0.001511586,-0.002113098,80
0.008810002,0.001913001,0.001306533,80
0.007754556,0.000847535,0.00024269,80
0.007026121,0.000112185,-0.000492027,80
0.005735062,-0.001191131,-0.00179309,80
0.007395153,0.00048472,-0.000119461,80
0.006700933,-0.000216091,-0.00081947,80
0.007378242,0.000467648,-0.000136626,80
0.007919064,0.001013604,0.000408162,80
0.004875683,-0.002058669,-0.002659885,80
0.004266694,-0.002673439,-0.003273035,80
0.006379198,-0.00054088,-0.001144105,80
0.006647591,-0.00026994,-0.000872965,80
0.008799516,0.001902415,0.001295943,80
0.007271647,0.000360041,-0.000244834,80
0.006186995,-0.000734908,-0.001337756,80
0.007257076,0.000345332,-0.000258873,80
0.005980205,-0.000943661,-0.001546008,80
0.008928409,0.002032532,0.001425705,80
0.005095723,-0.00183654,-0.002437746,80
0.004696615,-0.002239438,-0.002840184,80
0.004691528,-0.002244573,-0.002845288,80
0.00572892,-0.001197332,-0.001799221,80
0.006702041,-0.000214973,-0.000818269,80
0.007224609,0.000312556,-0.000291451,80
0.00737137,0.000460711,-0.000143319,80
0.007310175,0.000398936,-0.00020529,80
0.006130878,-0.000791558,-0.001394555,80
0.00617086,-0.000751196,-0.001353482,80
0.007125747,0.000212756,-0.000391786,80
0.008808219,0.001911201,0.001304926,80
0.008243641,0.001341263,0.000735639,80
0.006081454,-6.36E-05,-0.000600654,90
0.004215937,-0.001944834,-0.002479667,90
0.003294755,-0.002873779,-0.00340728,90
0.006932145,0.000794263,0.000256153,90
0.004692864,-0.001463888,-0.001999157,90
0.005676087,-0.00047238,-0.00100884,90
0.004461497,-0.001697205,-0.002232349,90
0.004413918,-0.001745185,-0.002279971,90
0.006106309,-3.85E-05,-0.000575566,90
0.006189172,4.50E-05,-0.000492221,90
0.006047937,-9.74E-05,-0.000634527,90
0.003600688,-0.002565268,-0.003098945,90
0.005392691,-0.000758164,-0.001294256,90
0.005941152,-0.000205081,-0.000741938,90
0.005905085,-0.000241452,-0.000778268,90
0.005090608,-0.001062792,-0.001598598,90
0.003692257,-0.002472927,-0.003006915,90
0.006223064,7.92E-05,-0.000458207,90
0.005118673,-0.001034491,-0.00157022,90
0.004689002,-0.001467783,-0.002002925,90
0.005665216,-0.000483343,-0.00101979,90
0.004937058,-0.001217636,-0.001753099,90
0.006170162,2.59E-05,-0.000511168,90
0.005722197,-0.000425881,-0.000962299,90
0.00709254,0.00095601,0.000417579,90
0.003477251,-0.002689745,-0.003223595,90
0.006131324,-1.33E-05,-0.000550392,90
0.005362591,-0.000788518,-0.001324833,90
0.007862368,0.001732326,0.001192827,90
0.006469264,0.000327481,-0.000210064,90
0.004445778,-0.001713057,-0.002248112,90
0.008931586,0.002810553,0.002269857,90
0.006612682,0.000472109,-6.58E-05,90
0.008758851,0.002636363,0.002095711,90
0.005706378,-0.000441833,-0.000978422,90
0.004617651,-0.001539735,-0.002075082,90
0.005791983,-0.000355507,-0.000892229,90
0.007108968,0.000972576,0.000434067,90
0.005156862,-0.00099598,-0.001531957,90
0.006043635,-0.000101734,-0.000638932,90
0.006046875,-9.85E-05,-0.000635052,90
0.005306301,-0.000845282,-0.001381282,90
0.004848203,-0.00130724,-0.00184248,90
0.007519517,0.001386585,0.000847533,90
0.008013303,0.001884532,0.001344888,90
0.005909551,-0.000236948,-0.000774043,90
0.005544436,-0.00060514,-0.0011415,90
0.005256007,-0.000896,-0.001432201,90
0.005111697,-0.001041525,-0.001577268,90
0.005669596,-0.000478925,-0.001015327,90
0.006138774,-5.79E-06,-0.000542823,90
0.00705865,0.000921835,0.000383424,90
0.006025636,-0.000119885,-0.000656797,90
0.006420858,0.000278668,-0.000259144,90
0.006504263,0.000362775,-0.000174782,90
0.00607545,-6.97E-05,-0.000606505,90
0.005609012,-0.00054002,-0.001076445,90
0.00593956,-0.000206687,-0.000743558,90
0.005147047,-0.001005878,-0.001541775,90
0.005283264,-0.000868512,-0.001404799,90
0.00397593,-0.002186863,-0.002721521,90
0.006566411,0.000425447,-0.000112467,90
0.00571608,-0.00043205,-0.000968581,90
0.006619206,0.000478687,-5.93E-05,90
0.005173056,-0.000979649,-0.001515636,90
0.005452035,-0.00069832,-0.00123471,90
0.006539186,0.000397993,-0.00013966,90
0.007503,0.001369928,0.000830851,90
0.007981861,0.001852826,0.001312847,90
0.007751126,0.001620146,0.001080722,90
0.006630266,0.00048984,-4.78E-05,90
0.006293663,0.000150401,-0.00038682,90
0.005219703,-0.000932609,-0.00146832,90
0.004800283,-0.001355564,-0.00189078,90
0.004582212,-0.001575473,-0.002110454,90
0.007707026,0.001575674,0.001036304,90
0.005342218,-0.000809062,-0.001345443,90
0.004249375,-0.001911114,-0.0024456,90
0.004879362,-0.001275818,-0.001811494,90
0.006642268,0.000501943,-3.60E-05,90
0.005109969,-0.001043268,-0.00157927,90
0.007335163,0.001200677,0.000661767,90
0.005752934,-0.000394885,-0.000931365,90
0.00500622,-0.001147891,-0.001683443,90
0.003886094,-0.002277457,-0.002811644,90
0.005186616,-0.000965976,-0.001501878,90
0.005176942,-0.000975731,-0.001511759,90
0.005524762,-0.00062498,-0.001161424,90
0.008580954,0.002456967,0.001916712,90
0.006150918,6.45E-06,-0.000530798,90
0.006226044,8.22E-05,-0.000454657,90
0.005745818,-0.000402061,-0.000938639,90
0.006113355,-3.14E-05,-0.000568217,90
0.006194251,5.02E-05,-0.000487004,90
0.010389009,0.004280258,0.003737911,90
0.006191136,4.70E-05,-0.000490171,90
0.003988862,-0.002173822,-0.002708251,90
0.007443755,0.001310185,0.000771367,90
0.007470313,0.001336966,0.000798043,90
0.006687279,0.000547334,9.68E-06,90
0.0049508,-0.000582104,-0.001065107,100
0.007020807,0.001503585,0.001018033,100
0.005419237,-0.000110118,-0.000593973,100
0.004783264,-0.00075091,-0.001233604,100
0.004577266,-0.000958468,-0.00144109,100
0.00532535,-0.000204717,-0.000688099,100
0.004123059,-0.001416116,-0.00189817,100
0.005104738,-0.000427,-0.000910543,100
0.00584691,0.000320795,-0.000163227,100
0.006763061,0.001243886,0.00075861,100
0.005734944,0.000207981,-0.000275854,100
0.005767857,0.000241143,-0.000242641,100
0.006389528,0.000867524,0.000382726,100
0.00592287,0.00039733,-8.68E-05,100
0.007109151,0.001592599,0.001106909,100
0.006381979,0.000859918,0.000375288,100
0.004699456,-0.000835352,-0.001317608,100
0.004212777,-0.001325718,-0.001808048,100
0.004810835,-0.00072313,-0.001205991,100
0.003870861,-0.001670224,-0.002152146,100
0.006342029,0.000819665,0.000335033,100
0.005584548,5.64E-05,-0.000427485,100
0.006502402,0.000981253,0.000496289,100
0.005698492,0.000171252,-0.000312638,100
0.005005047,-0.000527446,-0.001010717,100
0.003743046,-0.001799008,-0.00228056,100
0.006651646,0.001131627,0.000646578,100
0.002792751,-0.002756502,-0.003236854,100
0.004783457,-0.000750715,-0.001233521,100
0.004886672,-0.000646718,-0.001129701,100
0.005797414,0.000270924,-0.000213231,100
0.004761127,-0.000773214,-0.00125616,100
0.004726308,-0.000808297,-0.001291035,100
0.005676466,0.00014906,-0.00033512,100
0.00720926,0.001693466,0.001207562,100
0.007212695,0.001696927,0.001210935,100
0.005020736,-0.000511638,-0.000994725,100
0.006056569,0.000532042,4.77E-05,100
0.006846949,0.00132841,0.000842988,100
0.007161688,0.001645533,0.001159907,100
0.00569658,0.000169326,-0.000314454,100
0.005664464,0.000136966,-0.000347031,100
0.004196539,-0.001342079,-0.001824006,100
0.006366953,0.000844778,0.000359971,100
0.006824634,0.001305926,0.000820711,100
0.005916524,0.000390936,-9.34E-05,100
0.005743323,0.000216423,-0.000267791,100
0.008178681,0.002670231,0.002183306,100
0.005764034,0.000237291,-0.000246706,100
0.005703057,0.000175852,-0.000308061,100
0.006692648,0.00117294,0.000687827,100
0.005048444,-0.00048372,-0.000966843,100
0.004018919,-0.001521045,-0.002002928,100
0.005882407,0.000356561,-0.000127854,100
0.002811869,-0.002737239,-0.003217641,100
0.003725225,-0.001816964,-0.002298618,100
0.005474711,-5.42E-05,-0.000537946,100
0.006442561,0.000920958,0.000435861,100
0.006361542,0.000839325,0.000354626,100
0.003976141,-0.001564146,-0.002046131,100
0.007033968,0.001516846,0.001031269,100
0.004872034,-0.000661467,-0.001144291,100
0.004026489,-0.001513417,-0.001995675,100
0.00389854,-0.001642335,-0.002124177,100
0.006230082,0.000706869,0.000222263,100
0.004862231,-0.000671344,-0.001154092,100
0.007225374,0.001709702,0.001223982,100
0.006782906,0.001263881,0.000778486,100
0.005563951,3.57E-05,-0.000447974,100
0.005023791,-0.00050856,-0.000991796,100
0.00513146,-0.000400076,-0.000883426,100
0.005438771,-9.04E-05,-0.000574106,100
0.005362665,-0.000167118,-0.000650597,100
0.006608607,0.001088262,0.000603083,100
0.005770359,0.000243663,-0.000240452,100
0.006680271,0.001160469,0.000675564,100
0.005004227,-0.000528273,-0.00101149,100
0.006754571,0.001235332,0.000750333,100
0.005216446,-0.000314445,-0.000797574,100
0.004541156,-0.000994851,-0.001477686,100
0.006245884,0.000722791,0.000238159,100
0.004336716,-0.00120084,-0.001682986,100
0.005065691,-0.000466342,-0.000949726,100
0.006160835,0.000637098,0.000152437,100
0.003790821,-0.00175087,-0.002232461,100
0.006154044,0.000630256,0.000145811,100
0.006043133,0.000518504,3.41E-05,100
0.006787783,0.001268796,0.000783769,100
0.004695787,-0.000839049,-0.001321841,100
0.004565126,-0.000970699,-0.001453166,100
0.005511512,-1.71E-05,-0.000500914,100
0.005289956,-0.000240378,-0.000723575,100
0.002392963,-0.003159319,-0.003639433,100
0.004664511,-0.000870562,-0.001353496,100
0.004127351,-0.001411791,-0.001893858,100
0.005863533,0.000337544,-0.000146627,100
0.006147086,0.000623245,0.000138683,100
0.00633742,0.000815021,0.000330461,100
0.005339777,-0.000190181,-0.000673625,100
0.003997397,-0.00154273,-0.002024655,100
