eta2r,eta2not,epsilon2r,epsilon2not,omega2r,omega2not,eta2p,N
0.051774317,0.051326159,0.052566782,0.052111763,0.052494562,0.052049425,0.379844961,50
0.046522428,0.04580849,0.047113815,0.046390801,0.047060733,0.04634527,0.379844961,60
0.04355709,0.042884378,0.044030536,0.043350513,0.043986129,0.043313167,0.379844961,70
0.041107943,0.040241694,0.041498208,0.040623736,0.041462504,0.040593863,0.379844961,80
0.036190023,0.035916686,0.036494995,0.036219355,0.036466914,0.036195311,0.379844961,90
0.034708368,0.034993549,0.034971311,0.035258652,0.034947203,0.03523791,0.379844961,100
0.110513829,0.109611114,0.119723314,0.118745373,0.119008485,0.11817037,0.412844037,10
0.075356549,0.074506726,0.07833115,0.077447781,0.07813902,0.077291291,0.412844037,20
0.064483182,0.063105849,0.06615085,0.064737897,0.066026709,0.064634253,0.412844037,30
0.055972529,0.055636695,0.057048924,0.056706631,0.056974484,0.056647821,0.412844037,40
0.047860703,0.046780935,0.048593265,0.04749697,0.048542168,0.047456162,0.412844037,50
0.045689322,0.04481543,0.046270119,0.045385118,0.046230308,0.045353304,0.412844037,60
0.041240108,0.040183488,0.04168837,0.040620265,0.041657984,0.040595833,0.412844037,70
0.038748241,0.038466401,0.039116104,0.038831588,0.039090876,0.038811446,0.412844037,80
0.036937566,0.036442483,0.037248837,0.036749583,0.037227161,0.036732131,0.412844037,90
0.035588236,0.034715159,0.035857844,0.034978153,0.035839734,0.034964046,0.412844037,100
0.108838154,0.106711027,0.117908,0.115603613,0.117396935,0.115198122,0.444444444,10
0.073208069,0.072611815,0.076097861,0.075478071,0.075947728,0.075366049,0.444444444,20
0.064915387,0.063369131,0.066594233,0.065007987,0.066506563,0.064946607,0.444444444,30
0.053850359,0.053613453,0.054885943,0.054644481,0.054836623,0.054609964,0.444444444,40
0.04647407,0.045454064,0.047185408,0.04614979,0.047150155,0.046124703,0.444444444,50
0.043597511,0.041797644,0.044151717,0.04232897,0.044125277,0.042310972,0.444444444,60
0.040526229,0.03994408,0.040966731,0.040378255,0.04094462,0.04036249,0.444444444,70
0.03744074,0.035680072,0.03779619,0.036018807,0.037779364,0.036007253,0.444444444,80
0.036607667,0.035991528,0.036916158,0.036294828,0.036900274,0.036283531,0.444444444,90
0.033367105,0.032724278,0.033619886,0.032972189,0.033607466,0.0329634,0.444444444,100
0.098877474,0.096439663,0.107117263,0.104476302,0.106837942,0.104314558,0.47454844,10
0.073429922,0.07148821,0.076328472,0.074310113,0.076233093,0.074252153,0.47454844,20
0.058670637,0.058597113,0.060187981,0.060112556,0.060137575,0.060084491,0.47454844,30
0.052841212,0.051818799,0.053857389,0.052815314,0.053829127,0.052801465,0.47454844,40
0.046456266,0.045987478,0.047167331,0.046691368,0.047145828,0.04668009,0.47454844,50
0.041166743,0.040336079,0.041690049,0.040848826,0.041675464,0.04084148,0.47454844,60
0.039029865,0.03850911,0.039454103,0.038927687,0.039442765,0.038922307,0.47454844,70
0.037953793,0.037014877,0.038314114,0.037366284,0.038303614,0.037361066,0.47454844,80
0.036252085,0.034882243,0.03655758,0.035176195,0.036548674,0.03517179,0.47454844,90
0.032270972,0.031731712,0.032515449,0.031972104,0.032508338,0.031968621,0.47454844,100
0.097530214,0.093691714,0.105657732,0.101499357,0.105513358,0.101481725,0.50310559,10
0.071108935,0.068769218,0.073915866,0.071483793,0.073878435,0.071484362,0.50310559,20
0.061428738,0.059717169,0.063017413,0.061261579,0.062994381,0.061261738,0.50310559,30
0.048294431,0.046937487,0.04922317,0.047840131,0.049215551,0.047845268,0.50310559,40
0.044885775,0.044592299,0.045572802,0.045274835,0.045565419,0.045277218,0.50310559,50
0.042020817,0.041081815,0.04255498,0.041604041,0.042550871,0.041606075,0.50310559,60
0.037848186,0.036953544,0.038259579,0.037355213,0.038255965,0.037357371,0.50310559,70
0.034696119,0.033657037,0.035025513,0.033976566,0.035022554,0.033978289,0.50310559,80
0.035532372,0.033874121,0.035831802,0.034159577,0.03582925,0.034161196,0.50310559,90
0.032211607,0.031929462,0.032455635,0.032171352,0.032453246,0.032172453,0.50310559,100
0.092112406,0.088168048,0.099788439,0.095515386,0.099797625,0.095636415,0.53010279,10
0.065620986,0.064680535,0.068211288,0.067233714,0.068227047,0.067282769,0.53010279,20
0.054892439,0.05300033,0.056312071,0.054371028,0.05632174,0.054400344,0.53010279,30
0.05026803,0.048545839,0.051234722,0.049479413,0.051241051,0.049498097,0.53010279,40
0.044199479,0.042828307,0.044876002,0.043483842,0.044881284,0.043498151,0.53010279,50
0.040600384,0.039309811,0.04111649,0.039809512,0.041119968,0.039820122,0.53010279,60
0.03628649,0.035205956,0.036680908,0.03558863,0.036684252,0.035597331,0.53010279,70
0.032891812,0.031456856,0.033204076,0.031755497,0.033206755,0.031762175,0.53010279,80
0.032772286,0.032341876,0.033048457,0.03261442,0.033050852,0.032620575,0.53010279,90
0.030875331,0.02987886,0.031109235,0.030105215,0.031111192,0.030110454,0.53010279,100
0.089149999,0.086961705,0.096579166,0.094208514,0.096718662,0.094440261,0.555555556,10
0.062970889,0.061053191,0.065456582,0.063463185,0.06551504,0.063552492,0.555555556,20
0.054509446,0.052004851,0.055919173,0.053349804,0.055951647,0.0534002,0.555555556,30
0.046238998,0.044441376,0.047128209,0.045296018,0.047147284,0.045325928,0.555555556,40
0.041299463,0.039918375,0.041931597,0.04052937,0.041947747,0.040553388,0.555555556,50
0.037350052,0.036411773,0.03782484,0.036874634,0.037836439,0.036892772,0.555555556,60
0.034026325,0.032980689,0.034396176,0.033339175,0.034406092,0.033353879,0.555555556,70
0.034163398,0.03296743,0.034487734,0.033280412,0.034496571,0.033293288,0.555555556,80
0.030736021,0.029488319,0.030995033,0.029736816,0.031001345,0.02974631,0.555555556,90
0.02980797,0.028799877,0.030033788,0.029018058,0.030039834,0.029026961,0.555555556,100
0.086829988,0.085536824,0.09406582,0.092664892,0.094293278,0.092966835,0.579500657,10
0.06270803,0.060230018,0.065183347,0.062607519,0.065284885,0.06273544,0.579500657,20
0.050199015,0.048505966,0.051497265,0.049760431,0.051553725,0.049833308,0.579500657,30
0.045311894,0.044033079,0.046183276,0.044879869,0.046220684,0.044927926,0.579500657,40
0.039584573,0.038879336,0.04019046,0.039474427,0.040214972,0.039506517,0.579500657,50
0.037140725,0.035210399,0.037612853,0.035657989,0.037632257,0.035682628,0.579500657,60
0.034771632,0.03309886,0.035149584,0.03345863,0.03516512,0.033478233,0.579500657,70
0.031784198,0.031163932,0.032085947,0.031459793,0.03209856,0.031476257,0.579500657,80
0.029562461,0.029002114,0.029811583,0.029246514,0.029822062,0.029260293,0.579500657,90
0.028914456,0.02781684,0.029133505,0.028027574,0.02914329,0.028039847,0.579500657,100
0.081274531,0.078606196,0.088047408,0.085156712,0.088396545,0.08559249,0.60199005,10
0.059624284,0.057392237,0.061977875,0.05965772,0.062109585,0.059817508,0.60199005,20
0.051106077,0.048385325,0.052427786,0.04963667,0.052503972,0.049725911,0.60199005,30
0.04248032,0.040932236,0.043297249,0.041719395,0.043345059,0.041776525,0.60199005,40
0.038143729,0.035933689,0.038727562,0.036483695,0.038761473,0.036522793,0.60199005,50
0.035269632,0.033772518,0.035717975,0.034201829,0.035743481,0.034232176,0.60199005,60
0.032266977,0.031251495,0.032617705,0.031591185,0.03263813,0.031615528,0.60199005,70
0.031191586,0.029705849,0.031487709,0.029987867,0.03150515,0.03000828,0.60199005,80
0.029855841,0.028415076,0.030107435,0.028654529,0.030122351,0.028672048,0.60199005,90
0.02787975,0.026396236,0.02809096,0.026596207,0.028103194,0.026610649,0.60199005,100
0.07971891,0.076897798,0.086362152,0.083305948,0.086817376,0.083837218,0.623085984,10
0.057944233,0.056008157,0.060231505,0.058219005,0.06039358,0.058402451,0.623085984,20
0.047290113,0.045472244,0.048513133,0.04664825,0.048603458,0.046749582,0.623085984,30
0.042158789,0.040306593,0.042969535,0.04108172,0.043026241,0.041146136,0.623085984,40
0.036738737,0.035654993,0.037301065,0.036200732,0.037343151,0.036248953,0.623085984,50
0.03280163,0.031683745,0.0332186,0.032086505,0.033249206,0.032121384,0.623085984,60
0.032503686,0.030774743,0.032856987,0.031109251,0.032883042,0.031138263,0.623085984,70
0.029918037,0.028644925,0.030202069,0.028916871,0.030223562,0.028940931,0.623085984,80
0.02897695,0.027850983,0.029221138,0.028085682,0.029239056,0.028106086,0.623085984,90
0.026693925,0.025419111,0.026896151,0.02561168,0.026911095,0.02562851,0.623085984,100
0.077027601,0.073331775,0.083446568,0.079442757,0.083945751,0.080001345,0.642857143,10
0.055492156,0.052913194,0.057682636,0.055001872,0.057866753,0.055204485,0.642857143,20
0.045287554,0.042599785,0.046458783,0.043701503,0.046558031,0.043808917,0.642857143,30
0.040289144,0.037690772,0.041063935,0.038415595,0.04113082,0.03848722,0.642857143,40
0.035229646,0.03374185,0.035768875,0.034258307,0.035816045,0.034310425,0.642857143,50
0.032919815,0.031997352,0.033338287,0.032404098,0.033374734,0.032444941,0.642857143,60
0.029666228,0.028073996,0.029988687,0.028379148,0.030016691,0.028409661,0.642857143,70
0.028862433,0.027688033,0.029136444,0.027950894,0.029160304,0.027977337,0.642857143,80
0.026027845,0.024951814,0.02624718,0.025162082,0.026266179,0.025183104,0.642857143,90
0.024943476,0.023802351,0.025132441,0.023982672,0.025149218,0.024001023,0.642857143,100
0.071951207,0.068652243,0.077947141,0.074373263,0.078503611,0.074966861,0.661375661,10
0.053020322,0.051061271,0.05511323,0.053076848,0.055314863,0.053295872,0.661375661,20
0.042593178,0.040542408,0.043694726,0.041590919,0.043805403,0.041708844,0.661375661,30
0.037524039,0.035777187,0.038245655,0.03646521,0.038318246,0.036543047,0.661375661,40
0.034884127,0.032886623,0.035418068,0.03338999,0.03547282,0.033447378,0.661375661,50
0.031769431,0.030059474,0.03217328,0.030441586,0.032213842,0.030485053,0.661375661,60
0.030394121,0.02906649,0.030724492,0.02938243,0.030757314,0.029417964,0.661375661,70
0.026555751,0.025389881,0.026807863,0.025630924,0.026833482,0.02565848,0.661375661,80
0.024396629,0.023049996,0.024602219,0.023244238,0.024622843,0.023266235,0.661375661,90
0.02310787,0.021804481,0.02328293,0.021969666,0.023300732,0.0219886,0.661375661,100
