eta2r,eta2not,epsilon2r,epsilon2not,omega2r,omega2not,eta2p,N
0.032487698,0.033099707,0.032840825,0.033459486,0.03274686,0.033365293,0.101123596,70
0.03057394,0.031405835,0.030864199,0.031703992,0.030787251,0.03162623,0.101123596,80
0.029025461,0.030007621,0.029270058,0.030260494,0.029204735,0.03019422,0.101123596,90
0.02795985,0.028677357,0.028171667,0.02889461,0.028115271,0.028837862,0.101123596,100
0.101567015,0.101964799,0.110030933,0.110461866,0.108143977,0.108592365,0.132791328,10
0.068669294,0.070394962,0.071379924,0.073173711,0.070730354,0.072527576,0.132791328,20
0.056767148,0.056593559,0.058235264,0.058057185,0.057879869,0.057710057,0.132791328,30
0.045757031,0.046344808,0.046636974,0.047236054,0.04642125,0.047022153,0.132791328,40
0.042224666,0.043813995,0.042870962,0.044484618,0.042711732,0.044322951,0.132791328,50
0.037317651,0.038452369,0.037792028,0.03894117,0.037674806,0.038823128,0.132791328,60
0.036097741,0.036790899,0.036490108,0.037190801,0.036393405,0.037094495,0.132791328,70
0.033988645,0.034739268,0.034311322,0.035069071,0.034231379,0.034989294,0.132791328,80
0.031270862,0.031950486,0.03153438,0.032219731,0.031469348,0.032154813,0.132791328,90
0.029968188,0.030392445,0.030195219,0.030622691,0.030139258,0.030567189,0.132791328,100
0.101174252,0.101218042,0.109605439,0.109652879,0.107824944,0.107915531,0.166666667,10
0.074057348,0.076279054,0.076980664,0.079290069,0.076341742,0.078658373,0.166666667,20
0.058704741,0.059660992,0.060222967,0.061203948,0.059888973,0.060874055,0.166666667,30
0.050589634,0.051667929,0.051562511,0.052661543,0.051342158,0.052444019,0.166666667,40
0.046230987,0.047464439,0.046938605,0.048190936,0.046777928,0.04803093,0.166666667,50
0.039872072,0.040179126,0.040378921,0.040689877,0.040263809,0.040576868,0.166666667,60
0.036987001,0.037495639,0.037389034,0.0379032,0.037298088,0.03781396,0.166666667,70
0.035774125,0.036769971,0.036113753,0.037119053,0.036036557,0.037042182,0.166666667,80
0.033845369,0.03422589,0.034130583,0.03451431,0.034065664,0.034450543,0.166666667,90
0.033142081,0.033604886,0.033393158,0.033859469,0.033336149,0.033803452,0.166666667,100
0.106802908,0.107914191,0.115703151,0.11690704,0.114006347,0.115264487,0.201995012,10
0.076399383,0.077454603,0.079415148,0.080512022,0.078818416,0.079929112,0.201995012,20
0.061470534,0.061959731,0.063060289,0.063562138,0.062744743,0.063255522,0.201995012,30
0.053369742,0.054587943,0.054396084,0.055637711,0.054186947,0.055431993,0.201995012,40
0.046057089,0.04646779,0.046762045,0.047179031,0.046618443,0.047039726,0.201995012,50
0.044526151,0.044672344,0.045092161,0.045240212,0.044977214,0.04512965,0.201995012,60
0.041448159,0.041900743,0.041898683,0.042356186,0.041807944,0.042268167,0.201995012,70
0.038161728,0.038323612,0.038524023,0.038687444,0.038449459,0.038615702,0.201995012,80
0.036242898,0.036248752,0.036548315,0.036554219,0.036485117,0.036493717,0.201995012,90
0.032509464,0.033124989,0.032755748,0.033375936,0.03270558,0.033326753,0.201995012,100
0.109750215,0.110738006,0.118896066,0.119966173,0.117316035,0.118449412,0.238095238,10
0.078189205,0.077610087,0.081275621,0.080673643,0.080720434,0.08014684,0.238095238,20
0.063907519,0.064273566,0.0655603,0.065935813,0.065262443,0.065647905,0.238095238,30
0.055301153,0.055953296,0.056364637,0.057029321,0.056176125,0.056849733,0.238095238,40
0.048409993,0.050096402,0.049150962,0.050863183,0.049015858,0.05073147,0.238095238,50
0.043885435,0.044737755,0.044443301,0.045306455,0.0443411,0.045208254,0.238095238,60
0.041631881,0.042047394,0.042084401,0.042504431,0.042001483,0.042425158,0.238095238,70
0.03824406,0.038390507,0.038607137,0.038754974,0.038540058,0.038691264,0.238095238,80
0.035700627,0.036323314,0.036001475,0.036629409,0.035946457,0.036576363,0.238095238,90
0.03439368,0.03461234,0.034654238,0.034874555,0.034606561,0.034828885,0.238095238,100
0.111376068,0.111586615,0.120657407,0.120885499,0.119185884,0.119481292,0.274376417,10
0.078669046,0.078381502,0.081774403,0.081475509,0.081276036,0.081012518,0.274376417,20
0.064295937,0.063574766,0.065958763,0.065218941,0.065692335,0.064972584,0.274376417,30
0.055795991,0.056241208,0.056868991,0.05732277,0.056701635,0.057164049,0.274376417,40
0.050078631,0.0501689,0.050845141,0.050936791,0.05072443,0.050823178,0.274376417,50
0.04604661,0.045643498,0.046631949,0.046223712,0.046539565,0.046138347,0.274376417,60
0.043043653,0.043469663,0.043511519,0.04394216,0.043437128,0.043871751,0.274376417,70
0.039718663,0.039845534,0.040095738,0.040223815,0.04003544,0.04016709,0.274376417,80
0.038396757,0.038182565,0.038720325,0.038504328,0.038669066,0.038456701,0.274376417,90
0.035410178,0.035414104,0.035678437,0.035682393,0.035635404,0.035642155,0.274376417,100
0.108725618,0.108503963,0.117786086,0.11754596,0.116566573,0.116417839,0.310344828,10
0.076027985,0.075538132,0.07902909,0.078519901,0.078622662,0.078148444,0.310344828,20
0.063060688,0.063038155,0.064691567,0.064668453,0.064470426,0.064464652,0.310344828,30
0.055938223,0.056484461,0.057013958,0.057570701,0.056866778,0.057435036,0.310344828,40
0.050149022,0.050563771,0.050916609,0.051337707,0.050812536,0.05124181,0.310344828,50
0.044776654,0.043899125,0.045345849,0.044457165,0.045268285,0.044387729,0.310344828,60
0.043243219,0.043830083,0.043713254,0.044306497,0.043649353,0.044246912,0.310344828,70
0.038058367,0.037971224,0.03841968,0.03833171,0.038370159,0.038286132,0.310344828,80
0.037563678,0.037637121,0.037880226,0.037954288,0.037837794,0.037915275,0.310344828,90
0.035716662,0.035162951,0.035987243,0.035429337,0.03595009,0.03539573,0.310344828,100
0.110929262,0.110642148,0.120173368,0.119862327,0.119048136,0.118834706,0.345603272,10
0.079117568,0.078166481,0.08224063,0.081252,0.081882341,0.080934323,0.345603272,20
0.063983271,0.064261908,0.06563801,0.065923854,0.065444959,0.065752307,0.345603272,30
0.054962219,0.05432557,0.056019184,0.055370292,0.055901171,0.055265714,0.345603272,40
0.051385131,0.051312391,0.052171638,0.052097785,0.052079504,0.052015819,0.345603272,50
0.044649712,0.044736191,0.045217293,0.045304871,0.04515142,0.045245309,0.345603272,60
0.042524311,0.041640739,0.042986532,0.042093356,0.042933403,0.042046593,0.345603272,70
0.038226887,0.03816496,0.0385898,0.038527286,0.038547408,0.038488801,0.345603272,80
0.037497714,0.037400445,0.037813706,0.037715617,0.037777537,0.037683112,0.345603272,90
0.035105293,0.035285458,0.035371242,0.035552772,0.035340891,0.035525304,0.345603272,100
0.106559731,0.104303873,0.115439709,0.112995863,0.11466411,0.112312642,0.379844961,10
0.075567952,0.074947317,0.078550897,0.077905764,0.07826077,0.077654452,0.379844961,20
0.064472146,0.062273786,0.066139529,0.063884315,0.065981429,0.063754579,0.379844961,30
0.057466608,0.056799259,0.058571735,0.057891553,0.058468043,0.057802586,0.379844961,40
0.049117294,0.048971772,0.04986909,0.04972134,0.049799091,0.049660437,0.379844961,50
0.043572199,0.043886371,0.044126083,0.044444249,0.044074868,0.044398913,0.379844961,60
0.042146503,0.041637848,0.042604618,0.042090434,0.042561956,0.0420536,0.379844961,70
0.039579843,0.0384402,0.039955601,0.038805138,0.039921257,0.038775933,0.379844961,80
0.036706266,0.036608515,0.037015589,0.036917014,0.036987279,0.036892655,0.379844961,90
0.034617161,0.034504919,0.034879412,0.03476632,0.034855279,0.034745686,0.379844961,100
0.105665937,0.104318994,0.114471432,0.113012244,0.113805501,0.112469331,0.412844037,10
0.076112858,0.074964728,0.079117313,0.077923862,0.078914926,0.077759482,0.412844037,20
0.063286092,0.062372305,0.064922802,0.063985382,0.064805061,0.063888736,0.412844037,30
0.054030453,0.052601646,0.0550695,0.053613216,0.05499399,0.053552082,0.412844037,40
0.046824022,0.046843178,0.047540717,0.047560166,0.047490163,0.04751823,0.412844037,50
0.043908112,0.043336624,0.044466266,0.043887513,0.044426593,0.043855572,0.412844037,60
0.041084362,0.040141146,0.041530931,0.040577463,0.041498573,0.040551664,0.412844037,70
0.038442738,0.037979168,0.038807701,0.03833973,0.038781158,0.038318269,0.412844037,80
0.036469585,0.036131537,0.036776913,0.036436016,0.036754855,0.036417969,0.412844037,90
0.034712062,0.033890436,0.034975032,0.034147181,0.034956003,0.034131971,0.412844037,100
0.10577742,0.103966556,0.114592205,0.112630435,0.114092072,0.112227156,0.444444444,10
0.073433854,0.071982867,0.076332559,0.074824296,0.076181534,0.074708208,0.444444444,20
0.060988654,0.06084264,0.062565946,0.062416157,0.062484188,0.062355763,0.444444444,30
0.048179505,0.047612024,0.049106034,0.04852764,0.049057926,0.048492447,0.444444444,40
0.046413616,0.04591923,0.047124029,0.046622075,0.047088107,0.046595664,0.444444444,50
0.042940605,0.042065919,0.04348646,0.042600655,0.043458198,0.042580222,0.444444444,60
0.039383508,0.038484268,0.03981159,0.038902575,0.039789514,0.038886395,0.444444444,70
0.037497095,0.036612398,0.03785308,0.036959984,0.037835161,0.036946904,0.444444444,80
0.033971571,0.033690938,0.034257848,0.033974851,0.034242494,0.033963517,0.444444444,90
0.032941659,0.032487128,0.033191217,0.032733243,0.033179033,0.032724555,0.444444444,100
0.099782221,0.098296484,0.108097407,0.106487857,0.107806502,0.106300481,0.47454844,10
0.073378417,0.071712031,0.076274934,0.074542769,0.07617479,0.074481644,0.47454844,20
0.058279109,0.057644492,0.059786327,0.059135298,0.059733461,0.059102783,0.47454844,30
0.051374826,0.050555031,0.052362803,0.051527243,0.052331867,0.05150921,0.47454844,40
0.04474562,0.0434831,0.045430502,0.044148658,0.045408199,0.044136093,0.47454844,50
0.041383081,0.04090903,0.041909137,0.04142906,0.041892971,0.041419524,0.47454844,60
0.03869897,0.037870943,0.039119611,0.038282584,0.039105802,0.038274932,0.47454844,70
0.034690139,0.034165774,0.035019476,0.034490133,0.03500877,0.034483702,0.47454844,80
0.033712587,0.032944847,0.033996681,0.033222472,0.033987767,0.033217291,0.47454844,90
0.031103683,0.030768345,0.031339316,0.031001439,0.031331639,0.030997008,0.47454844,100
0.093974255,0.091638129,0.101805442,0.09927464,0.101634899,0.099215479,0.50310559,10
0.069772051,0.068722544,0.072526211,0.071435276,0.072480797,0.071431169,0.50310559,20
0.057964056,0.056145021,0.059463127,0.057597048,0.059439186,0.057594117,0.50310559,30
0.048795548,0.048538151,0.049733924,0.049471577,0.049719469,0.049470338,0.50310559,40
0.044023605,0.042960455,0.044697436,0.043618013,0.044688267,0.043617781,0.50310559,50
0.038584917,0.037446037,0.039075403,0.037922046,0.03906901,0.037922418,0.50310559,60
0.03659338,0.036219595,0.036991134,0.036613286,0.036985917,0.036613419,0.50310559,70
0.035547072,0.034938733,0.035884544,0.03527043,0.035880393,0.035270915,0.50310559,80
0.032297329,0.031846319,0.032569498,0.032114687,0.032566276,0.032115177,0.50310559,90
0.031344501,0.030827837,0.031581959,0.031061381,0.031579239,0.031061792,0.50310559,100
0.094490441,0.091820213,0.102364644,0.099471898,0.102321812,0.099541776,0.53010279,10
0.06438435,0.062407921,0.066925837,0.064871391,0.066933214,0.064917642,0.53010279,20
0.054906632,0.053774488,0.056326631,0.055165207,0.056329369,0.055188151,0.53010279,30
0.045348531,0.044856019,0.046220618,0.045718635,0.046225202,0.045734731,0.53010279,40
0.043318947,0.042513515,0.043981992,0.043164232,0.04398429,0.043175443,0.53010279,50
0.037736241,0.03747129,0.038215939,0.03794762,0.038218689,0.037956698,0.53010279,60
0.036816168,0.035137506,0.037216344,0.035519436,0.037218209,0.035526515,0.53010279,70
0.033182267,0.032563906,0.033497288,0.032873057,0.033498828,0.032878832,0.53010279,80
0.031494034,0.030546869,0.031759433,0.030804287,0.03176087,0.030809006,0.53010279,90
0.029640618,0.028728403,0.029865168,0.028946043,0.029866487,0.028950299,0.53010279,100
0.089749919,0.087151606,0.097229079,0.09441424,0.097287725,0.094579068,0.555555556,10
0.06388014,0.061363704,0.066401725,0.063785955,0.066449867,0.063861049,0.555555556,20
0.050953375,0.050157134,0.052271134,0.051454301,0.052294019,0.051495433,0.555555556,30
0.045012392,0.043059907,0.045878015,0.043887983,0.04589591,0.043916841,0.555555556,40
0.04298309,0.041177595,0.043640994,0.041807865,0.043655431,0.041829671,0.555555556,50
0.037946809,0.03652726,0.038429184,0.036991589,0.038439298,0.037007275,0.555555556,60
0.033913204,0.033133657,0.034281826,0.033493805,0.034290371,0.033506744,0.555555556,70
0.031699443,0.030410666,0.032000387,0.030699375,0.032007153,0.030709722,0.555555556,80
0.031051328,0.030053176,0.031312997,0.030306433,0.031318345,0.030315259,0.555555556,90
0.02933182,0.027882735,0.029554031,0.028093967,0.029558813,0.028101577,0.555555556,100
0.086513662,0.083655886,0.093723133,0.09062721,0.093940605,0.090919883,0.579500657,10
0.061651689,0.060151042,0.064085308,0.062525425,0.064167937,0.062634551,0.579500657,20
0.050379258,0.048063232,0.05168217,0.049306247,0.051726659,0.049365922,0.579500657,30
0.045076644,0.043870375,0.045943502,0.044714036,0.045973983,0.044754881,0.579500657,40
0.038402731,0.036957561,0.038990528,0.037523238,0.039013097,0.037552374,0.579500657,50
0.03652282,0.035220221,0.036987093,0.035667935,0.037004345,0.035690421,0.579500657,60
0.034547956,0.032529393,0.034923477,0.032882973,0.034938178,0.0329016,0.579500657,70
0.03184774,0.030025489,0.032150092,0.030310542,0.032161695,0.030325204,0.579500657,80
0.02993305,0.029193247,0.030185295,0.029439258,0.030194842,0.029451949,0.579500657,90
0.026774076,0.025730564,0.026976909,0.025925492,0.026984646,0.025935605,0.579500657,100
0.081525786,0.07857741,0.088319602,0.085125528,0.088636921,0.08550147,0.60199005,10
0.058964347,0.057012895,0.061291887,0.059263404,0.061403932,0.059402492,0.60199005,20
0.049068829,0.047976828,0.050337851,0.049217608,0.050403151,0.049298834,0.60199005,30
0.042324039,0.040593422,0.043137963,0.041374065,0.043178418,0.041423709,0.60199005,40
0.038534102,0.037225735,0.03912391,0.037795517,0.039154365,0.037832876,0.60199005,50
0.034213813,0.033207375,0.034648734,0.033629502,0.034671626,0.033657081,0.60199005,60
0.031789919,0.030784742,0.032135462,0.031119359,0.032153452,0.031141273,0.60199005,70
0.030515792,0.028939302,0.030805499,0.029214042,0.030820778,0.029232127,0.60199005,80
0.026921124,0.025842095,0.027147987,0.026059865,0.027160311,0.026074508,0.60199005,90
0.0267549,0.025992238,0.026957589,0.026189148,0.026968524,0.026202318,0.60199005,100
0.079717524,0.076486049,0.086360651,0.082859886,0.08676355,0.083321929,0.623085984,10
0.053409928,0.051343106,0.055518214,0.053369807,0.055658778,0.053528461,0.623085984,20
0.047478931,0.045558157,0.048706835,0.046736385,0.048784327,0.04682527,0.623085984,30
0.041456414,0.039900959,0.042253653,0.040668285,0.042307221,0.040729539,0.623085984,40
0.035463469,0.033872307,0.036006277,0.034390761,0.036042868,0.034432617,0.623085984,50
0.033441193,0.032421559,0.033866292,0.032833698,0.033894566,0.032866342,0.623085984,60
0.031065836,0.029541664,0.031403508,0.029862769,0.031426488,0.029888872,0.623085984,70
0.028543514,0.027363849,0.028814497,0.027623632,0.028832668,0.027644438,0.623085984,80
0.026798707,0.025927701,0.027024539,0.026146193,0.027039865,0.026163742,0.623085984,90
0.025320607,0.024661829,0.025512429,0.024848661,0.02552545,0.02486371,0.623085984,100
0.076118316,0.073908053,0.082461509,0.080067058,0.082920508,0.080590476,0.642857143,10
0.055809557,0.053687788,0.058012566,0.055807043,0.05817829,0.055994815,0.642857143,20
0.043681902,0.041238975,0.044811606,0.042305501,0.044901961,0.042404748,0.642857143,30
0.038216295,0.03612665,0.038951224,0.036821393,0.039011511,0.036886683,0.642857143,40
0.03523181,0.033604069,0.035771072,0.034118417,0.035814455,0.034166372,0.642857143,50
0.031365089,0.029613999,0.031763798,0.029990448,0.031795662,0.030025669,0.642857143,60
0.029329063,0.028781977,0.029647857,0.029094824,0.029673013,0.029123588,0.642857143,70
0.02754743,0.026553769,0.027808956,0.026805862,0.027829536,0.026829016,0.642857143,80
0.025587922,0.024775283,0.025803551,0.024984063,0.025821299,0.025003596,0.642857143,90
0.024064694,0.022832385,0.024247002,0.023005357,0.024261777,0.023021487,0.642857143,100
0.071677599,0.067972932,0.077650732,0.073637343,0.078173839,0.074213053,0.661375661,10
0.052107216,0.050752042,0.05416408,0.052755412,0.054343566,0.05295435,0.661375661,20
0.045018677,0.041996406,0.046182953,0.04308252,0.046289974,0.043196014,0.661375661,30
0.038015695,0.036771801,0.038746766,0.037478951,0.038814754,0.03755403,0.661375661,40
0.034154008,0.032524432,0.034676774,0.033022255,0.034724392,0.03307392,0.661375661,50
0.031237476,0.029769929,0.031634562,0.030148361,0.031672145,0.030188652,0.661375661,60
0.027958081,0.02664011,0.028261973,0.026929676,0.028290701,0.026960458,0.661375661,70
0.027043585,0.02582218,0.027300328,0.026067327,0.027324486,0.026093336,0.661375661,80
0.024582481,0.023562176,0.024789637,0.023760734,0.024809477,0.023782069,0.661375661,90
0.023759001,0.022794404,0.023938993,0.022967089,0.023956117,0.022985631,0.661375661,100
