CUE,QSS,QCON,KF1,HAL1,LogHAL1,Subtlex1,LogSub1,Length1,POS1,Ortho1,Phono1,Phonemes1,Syllables1,Morphemes1
shine,9,4.07,5,3206,8.07,20.65,3.02,5,VB|NN,11,32,3,1,1
ship,9,6.25,83,51299,10.85,98.88,3.7,4,NN|VB,11,25,3,1,1
shirt,17,6.05,27,8155,9.01,46.37,3.37,5,NN,7,24,3,1,1
shock,19,3.97,31,11041,9.31,28.78,3.17,5,NN|VB,6,35,3,1,1
shoe,14,5.96,14,5209,8.56,30.39,3.19,4,NN|VB,7,53,2,1,1
shoelace,7,,1,47,3.85,0.75,1.59,8,NN,0,0,5,2,2
shoes,12,6.63,44,11573,9.36,74.16,3.58,5,NN|VB,6,42,3,1,2
shoot,12,4.35,27,23531,10.07,164.94,3.92,5,VB|NN,6,24,3,1,1
shop,14,5,63,27995,10.24,53.55,3.44,4,NN|VB,12,23,3,1,1
shopping,9,4.28,27,9583,9.17,30,3.19,8,NN|VB,5,12,5,2,2
short,9,4.57,212,95521,11.47,85.63,3.64,5,JJ|NN|RB|VB,7,10,4,1,1
shortcoming,,,,310,5.74,0.1,0.78,11,NN,0,0,9,3,3
shot,13,4.57,112,42214,10.65,227.43,4.06,4,NN|VB,14,33,3,1,1
shotgun,,,8,3458,8.15,10.04,2.71,7,NN,0,0,6,2,2
shoulder,21,5.67,61,11440,9.34,26.2,3.13,8,NN|VB,1,7,5,2,1
shout,6,4.6,9,3285,8.1,16.45,2.92,5,NN|VB,8,18,3,1,1
shove,2,3.62,2,2255,7.72,13.22,2.83,5,VB|NN,4,6,3,1,1
shovel,13,5.68,5,1017,6.92,6.84,2.54,6,NN|VB,2,5,4,2,1
show,24,3.93,287,178842,12.09,488.35,4.4,4,VB|NN,13,57,2,1,1
shower,17,5.88,15,6874,8.84,41.12,3.32,6,NN|VB,2,17,3,1,1
shrimp,15,6.25,2,1993,7.6,8.71,2.65,6,NN,1,2,5,1,1
shut,7,,46,19700,9.89,263.82,4.13,4,VB|NN,9,22,3,1,1
shy,16,,13,4115,8.32,18.37,2.97,3,JJ|NN|VB,12,47,2,1,1
sick,13,3.89,51,22109,10,165.43,3.93,4,JJ|NN|VB,16,38,3,1,1
sigh,,,11,8526,9.05,3.39,2.24,4,NN|VB,4,48,2,1,1
sight,8,3.84,86,14322,9.57,45.31,3.36,5,NN|VB,10,35,3,1,1
sign,15,5.16,94,39389,10.58,133.27,3.83,4,NN|VB,1,38,3,1,1
silk,18,5.26,12,3864,8.26,9.78,2.7,4,NN,10,13,4,1,1
silly,16,2.57,15,21570,9.98,57.1,3.46,5,JJ|NN,12,31,4,2,1
similar,5,2.48,157,103270,11.55,13.63,2.84,7,JJ,0,2,6,3,2
simple,7,2.98,161,84794,11.35,89.31,3.66,6,JJ|NN,6,7,5,2,1
sing,17,4.12,34,10917,9.3,97.59,3.7,4,VB,16,31,3,1,1
sink,18,5.8,23,8579,9.06,16.92,2.94,4,VB|NN,17,16,4,1,1
sister,16,5.71,38,17160,9.75,180.53,3.96,6,NN,4,5,5,2,1
sit,14,4.33,67,25658,10.15,311.35,4.2,3,VB,23,44,3,1,1
situation,16,2.76,196,59523,10.99,82.49,3.62,9,NN,0,0,7,4,3
six,8,,220,43679,10.68,199.53,4.01,3,minor|NN,16,37,4,1,1
skateboard,,,,303,5.71,1.67,1.93,10,NN|VB,0,0,8,2,2
ski,13,5.77,5,12347,9.42,8.1,2.62,3,NN|VB,2,5,3,1,1
skid,,,2,783,6.66,2.18,2.05,4,NN|VB,7,9,4,1,1
skill,21,3.24,42,18471,9.82,7.92,2.61,5,NN|JJ,6,15,4,1,1
skillet,7,5.72,2,654,6.48,1.22,1.8,7,NN,1,0,6,2,1
skin,23,6.96,47,24973,10.13,44.04,3.35,4,NN|VB,8,12,4,1,1
skinny,10,3.67,9,3377,8.12,13.98,2.85,6,JJ,1,8,5,2,2
skirt,15,6.28,21,4928,8.5,9.96,2.71,5,NN|VB,3,13,4,1,1
skis,,,1,2189,7.69,1.35,1.85,4,NN|VB,5,8,4,1,2
skunk,5,6.44,,885,6.79,3.25,2.22,5,NN,4,4,5,1,1
sky,12,5.32,58,19795,9.89,44.8,3.36,3,NN,7,5,3,1,1
skyscraper,8,6.14,2,188,5.24,0.78,1.61,10,NN,0,0,9,3,3
slangy,,,,11,2.4,,,6,JJ,1,2,5,2,2
slap,15,4.75,2,3098,8.04,12.47,2.8,4,VB|NN,14,16,4,1,1
slave,18,6.38,30,13149,9.48,18.43,2.97,5,NN|VB,7,11,4,1,1
sled,,,,2423,7.79,2.92,2.18,4,NN,9,13,4,1,1
sledgehammer,,,,313,5.75,0.88,1.66,12,NN,0,0,8,3,2
sleep,10,4.74,65,25606,10.15,227.94,4.07,5,VB|NN,6,12,4,1,1
sleep,18,,,125,4.83,0.61,1.51,9,VB,0,0,8,3,2
sleep,,,125,4.83,0.61,1.51,9,VB,0,0,8,3,2,
sleigh,9,6,,739,6.61,3.27,2.23,6,NN,0,16,3,1,1
slid,,,24,4980,8.51,1.84,1.98,4,VB|JJ,6,13,4,1,1
slide,19,4.93,20,10004,9.21,17.82,2.96,5,NN|VB,5,18,4,1,1
slingshot,,,1,316,5.76,1.39,1.86,9,NN,0,0,7,2,2
slip,8,4.32,19,24291,10.1,25.88,3.12,4,NN|VB,11,16,4,1,1
slippers,8,5.74,7,472,6.16,5.16,2.42,8,NN,5,13,6,2,3
slippery,7,3.83,5,2431,7.8,4.41,2.35,8,JJ,1,4,6,3,3
slow,11,2.89,60,43719,10.69,76.02,3.59,4,JJ|VB|NN,15,14,3,1,1
slowly,,,115,24077,10.09,25.08,3.11,6,RB,0,1,5,2,2
slut,,,,2118,7.66,11.35,2.76,4,NN,10,16,4,1,1
sly,12,2.37,5,1115,7.02,2.67,2.14,3,JJ|RB,8,16,3,1,1
small,9,3.98,542,158742,11.98,124.96,3.8,5,JJ|NN,3,3,4,1,1
smart,14,3,21,17782,9.79,96.25,3.69,5,JJ|NN|VB,2,1,5,1,1
smash,20,3.88,4,2573,7.85,8.25,2.63,5,NN|VB,3,3,4,1,1
smell,13,4.4,34,9693,9.18,83.14,3.63,5,NN|VB,5,4,4,1,1
smile,12,5.12,58,12276,9.42,58,3.47,5,NN|VB,3,6,4,1,1
smoke,11,5.16,41,16648,9.72,65.43,3.52,5,NN|VB,4,6,4,1,1
smooth,12,3.91,42,13504,9.51,18.27,2.97,6,JJ|NN|VB,1,2,4,1,1
smudge,11,4.15,,335,5.81,1,1.72,6,NN,2,3,4,1,1
snail,8,5.75,1,10191,9.23,1.76,1.96,5,NN,1,3,4,1,1
snake,21,6.48,44,5217,8.56,22.35,3.06,5,NN|VB,6,10,4,1,1
snap,16,4.11,12,8365,9.03,17.39,2.95,4,NN|VB,6,7,4,1,1
snatch,10,,4,706,6.56,3.9,2.3,6,VB,2,4,4,1,1
sneeze,13,5.51,,540,6.29,2.94,2.18,6,VB|NN,0,9,4,1,1
sniff,12,,2,1868,7.53,3.55,2.26,5,VB,3,7,4,1,1
snob,18,3.75,,453,6.12,2.18,2.05,4,NN,6,5,4,1,1
snore,11,4,,224,5.41,1.61,1.92,5,NN|VB,7,6,4,1,1
snow,14,6.05,59,20209,9.91,31.35,3.2,4,NN|VB,8,4,3,1,1
soap,22,5.77,22,8037,8.99,15.2,2.89,4,NN|VB,6,28,3,1,1
society,18,3.9,237,78371,11.27,32.92,3.23,7,NN,1,2,7,3,2
sock,8,5.46,4,1146,7.04,8.98,2.66,4,NN|VB,13,42,3,1,1
socket,13,5.9,3,8514,9.05,1.61,1.92,6,NN,5,7,5,2,1
socks,4,5.46,7,3717,8.22,18.27,2.97,5,NN|VB,11,40,4,1,2
soda,12,5.96,3,3367,8.12,19.84,3.01,4,NN,6,6,4,2,1
soda,5,,0,,,,,5,N,,,,,
soda,,0,,,,,5,N,,,,,,
sofa,10,6.25,6,1515,7.32,5.86,2.48,4,NN,5,3,4,2,1
soft,19,4.1,61,22233,10.01,32.02,3.21,4,JJ|RB,5,10,4,1,1
something,11,2.68,450,331899,12.71,1500.16,4.88,9,NN,0,2,6,2,2
son,6,6.38,166,43980,10.69,410.76,4.32,3,NN,29,40,3,1,1
song,16,5.04,70,59801,11,93.69,3.68,4,NN,12,20,3,1,1
sophomore,,,5,1020,6.93,2.86,2.17,9,NN,0,0,7,3,1
soprano,,,6,913,6.82,2.65,2.13,7,NN|JJ,0,0,7,3,1
sorority,17,,1,533,6.28,1.88,1.99,8,NN,1,0,8,4,2
sorrow,13,2.61,9,1512,7.32,6.86,2.55,6,NN|VB,2,6,4,2,1
sorry,17,2.68,48,93412,11.44,1167.96,4.78,5,JJ|NN,2,12,4,2,1
sound,10,5.28,204,122381,11.71,143.39,3.86,5,NN|VB|JJ,8,17,4,1,1
soup,25,6.11,16,6046,8.71,25.2,3.11,4,NN|VB,5,21,3,1,1
sour,13,4.54,3,2340,7.76,5.82,2.47,4,JJ|VB|NN,13,21,3,1,1
south,7,3.39,240,66282,11.1,64.47,3.52,5,NN|RB|JJ,4,5,3,1,1
space,25,3.59,184,113076,11.64,66.06,3.53,5,NN|VB,6,9,4,1,1
spade,13,5.61,10,1057,6.96,2.31,2.08,5,NN,7,16,4,1,1
spaghetti,13,,1,1161,7.06,5.92,2.48,9,NN,0,0,7,3,1
spam,,,,25571,10.15,1.16,1.78,4,NN|VB,9,5,4,1,1
span,12,3.05,19,3410,8.13,1.98,2.01,4,NN|VB,12,12,4,1,1
spanish,18,,36,12577,9.44,22.16,3.05,7,NN|JJ,0,1,6,2,2
sparkle,,,4,615,6.42,1.67,1.93,7,NN|VB,0,3,6,2,1
sparrow,5,6.25,,710,6.57,2.61,2.13,7,NN,0,0,5,2,1
spasm,,,3,524,6.26,1.1,1.76,5,NN,0,0,5,2,1
spatula,16,5.74,,546,6.3,1.1,1.76,7,NN,0,0,7,3,1
speak,16,4.15,110,53714,10.89,187.18,3.98,5,VB|NN,4,12,4,1,1
spear,,,7,1634,7.4,4.55,2.37,5,NN|VB,5,16,4,1,1
specific,20,2.53,115,70494,11.16,17.8,2.96,8,JJ|NN,0,0,8,3,2
speech,17,4.87,61,36422,10.5,38.04,3.29,6,NN,0,3,4,1,1
speed,15,3.56,83,91193,11.42,41.25,3.32,5,NN|VB,5,15,4,1,1
spice,17,5.86,4,2561,7.85,5.29,2.43,5,NN|VB,7,9,4,1,1
spider,12,5.95,2,6953,8.85,10.1,2.71,6,NN,0,6,5,2,1
spill,16,4.49,1,1609,7.38,8.47,2.64,5,NN|VB,7,11,4,1,1
spinach,14,6.9,2,895,6.8,2.55,2.12,7,NN,0,1,6,2,1
spine,10,6.22,6,5167,8.55,5.75,2.47,5,NN,10,17,4,1,1
spit,23,,11,3740,8.23,19.35,2.99,4,VB|NN,9,14,4,1,1
splashy,,,1,43,3.76,0.16,0.95,7,JJ,0,1,6,2,2
splice,,,1,669,6.51,0.39,1.32,6,NN|VB,0,0,5,1,1
spoiled,12,,6,1960,7.58,8.47,2.64,7,VB|JJ,1,5,5,1,2
spoon,12,5.88,6,2624,7.87,7.61,2.59,5,NN|VB,5,12,4,1,1
sport,12,4.18,17,15869,9.67,19.9,3.01,5,NN|VB,5,3,5,1,1
sports,20,,49,26037,10.17,27.59,3.15,6,NN|VB,6,2,6,1,2
spot,12,4.71,57,19103,9.86,61.57,3.5,4,NN|VB,8,15,4,1,1
spray,20,6.21,16,5153,8.55,9.65,2.69,5,NN|VB,3,6,4,1,1
spread,15,3.22,83,22704,10.03,31.29,3.2,6,NN|VB|JJ,0,1,5,1,1
spring,14,5.12,127,26152,10.17,31.31,3.2,6,NN|VB,6,12,5,1,1
square,13,5.15,143,19004,9.85,31.76,3.21,6,NN|VB|JJ,1,1,5,1,1
squeak,13,4.51,1,516,6.25,2.37,2.09,6,NN|VB,1,3,5,1,1
squid,14,,,1126,7.03,2.76,2.15,5,NN,2,3,5,1,1
squint,16,4.45,1,261,5.56,1,1.72,6,VB,1,0,6,1,1
squirrel,11,6.08,1,1989,7.6,5.47,2.45,8,NN|VB,0,0,7,2,1
stab,12,4.63,3,1640,7.4,8.76,2.65,4,NN|VB,9,9,4,1,1
stack,17,,9,14654,9.59,6.1,2.49,5,NN|VB,11,17,4,1,1
staff,23,,113,41035,10.62,32,3.21,5,NN|VB,2,9,4,1,1
stage,19,5.59,174,30645,10.33,45.57,3.37,5,NN|VB,7,12,4,1,1
stagger,,,2,353,5.87,0.59,1.49,7,VB,3,6,5,2,1
stain,24,6.25,6,1776,7.48,6.2,2.5,5,NN|VB,6,20,4,1,1
stair,12,5.54,2,924,6.83,1.35,1.85,5,NN,3,14,4,1,1
stairs,18,5.54,47,5581,8.63,23.76,3.08,6,NN,1,11,5,1,2
stamp,13,6.3,8,6821,8.83,5.92,2.48,5,NN|VB,4,4,5,1,1
stand,10,4.4,148,48716,10.79,226.2,4.06,5,VB|NN,3,8,5,1,1
staple,11,5.83,1,1109,7.01,1.12,1.76,6,NN|VB,1,3,5,2,1
star,16,5.59,25,81633,11.31,81.35,3.62,4,NN|VB,10,9,4,1,1
stare,12,3.56,14,2907,7.97,9.96,2.71,5,VB|NN,14,14,4,1,1
starling,,,,112,4.72,2.04,2.02,8,NN,10,6,7,2,1
start,10,2.4,154,172475,12.06,340.1,4.24,5,VB|NN,6,10,5,1,1
state,15,4.31,808,199232,12.2,107.84,3.74,5,NN|VB,9,17,4,1,1
states,,,605,113034,11.64,54.1,3.44,6,NN|VB,10,6,5,1,2
station,10,5.48,105,38106,10.55,79.08,3.61,7,NN|VB,0,0,5,2,2
stay,19,3.18,113,49009,10.8,515.65,4.42,4,VB|NN,9,9,3,1,1
steak,19,6.47,10,1510,7.32,16.24,2.92,5,NN,5,18,4,1,1
steal,17,3.59,5,11268,9.33,53.33,3.43,5,VB|NN,4,12,4,1,1
steam,18,6.41,17,5229,8.56,13.45,2.84,5,NN|VB,4,8,4,1,1
steel,17,5.82,45,18414,9.82,18.45,2.97,5,NN|VB,4,12,4,1,1
steering,,,9,4431,8.4,4.06,2.32,8,VB|NN,4,11,6,2,2
step,10,4.91,131,43956,10.69,118.67,3.78,4,NN|VB,7,11,4,1,1
stereo,14,6.4,12,12719,9.45,5.96,2.48,6,NN,0,0,6,3,1
stick,24,6,39,28279,10.25,97.12,3.69,5,NN|VB,6,15,4,1,1
sticky,16,3.89,9,3600,8.19,5.73,2.47,6,JJ,3,6,5,2,2
stiff,18,4.77,21,6210,8.73,10.25,2.72,5,JJ|NN,4,10,4,1,1
still,16,3.46,782,363407,12.8,788.73,4.6,5,RB|JJ|NN|VB,8,18,4,1,1
sting,9,4.52,5,2919,7.98,7.02,2.56,5,NN|VB,6,14,4,1,1
stir,14,,7,4523,8.42,5.9,2.48,4,VB|NN,1,7,3,1,1
stockbroker,,,1,120,4.79,1.06,1.74,11,NN,0,0,9,3,3
stolen,22,,18,7372,8.91,34.31,3.24,6,VB|JJ,1,1,6,2,2
stomach,17,6.04,37,7701,8.95,33.82,3.24,7,NN|VB,1,0,6,2,1
stone,10,6.32,58,33008,10.4,40.63,3.32,5,NN|VB,9,16,4,1,1
stony,,,5,981,6.89,0.61,1.51,5,JJ,2,3,5,2,2
stool,16,5.66,8,1234,7.12,3.51,2.26,5,NN,4,17,4,1,1
stop,8,2.93,120,96586,11.48,707.27,4.56,4,VB|NN,6,12,4,1,1
storage,21,4.88,41,19600,9.88,8.86,2.66,7,NN,1,2,6,2,2
store,17,5.44,74,53126,10.88,81.92,3.62,5,NN|VB,14,11,4,1,1
stork,,,,246,5.51,1.63,1.92,5,NN,5,6,5,1,1
storm,12,4.92,26,19846,9.9,30.86,3.2,5,NN|VB,3,6,5,1,1
story,14,4.18,153,96953,11.48,220.78,4.05,5,NN,4,5,5,2,1
stove,11,5.75,15,1846,7.52,7.59,2.59,5,NN,8,9,4,1,1
straight,12,3.89,114,42466,10.66,122.43,3.8,8,JJ|NN,0,7,5,1,1
strainer,,,,277,5.62,0.27,1.18,8,NN,1,4,6,2,2
strange,12,2.45,84,32164,10.38,86.43,3.64,7,JJ|NN,0,3,6,1,1
strap,22,5.87,2,3351,8.12,5.16,2.42,5,VB|JJ,7,7,5,1,1
straw,16,5.91,15,3849,8.26,6.24,2.5,5,NN,5,2,4,1,1
strawberry,21,7,,1622,7.39,5.53,2.45,10,NN,0,0,8,3,2
stream,10,6.24,51,11580,9.36,8.04,2.61,6,NN|VB,2,6,5,1,1
street,15,5.84,244,76139,11.24,148.18,3.88,6,NN,0,5,5,1,1
strength,9,2.9,136,25721,10.16,36.92,3.28,8,NN,0,0,6,1,1
stress,23,3.26,107,12215,9.41,15.61,2.9,6,NN|VB,1,2,5,1,1
strict,17,,11,8418,9.04,7.02,2.56,6,JJ,0,3,6,1,1
string,17,5.4,19,33204,10.41,12.67,2.81,6,NN|VB,5,14,5,1,1
stripe,23,4.56,4,1760,7.47,1.45,1.88,6,NN,6,7,5,1,1
strong,11,3.24,202,69234,11.15,86.86,3.65,6,JJ|RB|NN,4,7,5,1,1
strung,,,4,937,6.84,2.24,2.06,6,VB,4,8,5,1,1
student,22,6.38,131,56461,10.94,43.04,3.34,7,NN,0,0,6,2,2
study,20,4.1,246,50899,10.84,49.04,3.4,5,NN|VB,1,6,5,2,2
stupid,6,3.39,24,45414,10.72,184.41,3.97,6,JJ|NN,0,0,6,2,1
style,23,3.75,98,43235,10.67,30.08,3.19,5,NN,4,12,4,1,1
subject,15,,161,135945,11.82,36.96,3.28,7,NN|JJ,0,0,7,2,2
submarine,13,5.6,27,2263,7.72,7.1,2.56,9,NN,0,0,8,3,2
subsidence,,,,53,3.97,,,10,NN,0,0,8,3,2
subtract,6,2.86,2,1819,7.51,0.55,1.46,8,VB,0,0,8,2,2
subway,17,,7,1936,7.57,10.71,2.74,6,NN,0,0,5,2,2
succeed,21,3,15,8115,9,9.45,2.68,7,VB,0,0,6,2,2
success,13,2.88,93,37069,10.52,27.25,3.14,7,NN,0,0,6,2,2
suffer,,,33,11675,9.37,22.51,3.06,6,VB,4,15,4,2,1
suffocate,14,3.77,,234,5.46,1.51,1.89,9,VB,0,0,7,3,1
sugar,12,6.35,34,14292,9.57,37.76,3.28,5,NN|VB,0,1,4,2,1
suggest,23,,54,50721,10.83,39.24,3.3,7,VB,0,0,7,2,1
suggestion,21,2.67,34,17517,9.77,12.2,2.79,10,NN,0,0,9,3,2
suit,21,5.41,48,18276,9.81,68.61,3.54,4,NN|VB,9,35,3,1,1
summary,22,,21,21338,9.97,1.67,1.93,7,NN,1,0,6,3,2
summer,10,4.68,134,34481,10.45,78.67,3.6,6,NN|JJ,7,15,4,2,1
sun,14,6.23,112,74083,11.21,69.67,3.55,3,NN|VB,21,40,3,1,1
sunday,17,4.45,101,26241,10.18,43.25,3.34,6,NN,3,3,5,2,2
sunset,14,6.07,14,3475,8.15,10.31,2.72,6,NN,0,0,6,2,2
superior,19,,46,19327,9.87,13,2.82,8,JJ|NN,0,0,7,3,1
superman,18,,,7667,8.94,12.22,2.8,8,NN,1,1,7,3,2
supper,11,5.26,37,1170,7.06,19.37,3,6,NN,2,10,4,2,1
suppose,11,2.17,97,33112,10.41,125.8,3.81,7,VB,0,0,5,2,2
surfboard,,,,162,5.09,0.92,1.68,9,NN,0,0,7,2,2
surgeon,8,6,11,2683,7.89,16.43,2.92,7,NN,1,3,5,2,2
surgery,15,5.21,6,8303,9.02,32.37,3.22,7,NN,0,0,6,3,2
surprise,14,,51,17697,9.78,88.9,3.66,8,NN|VB,0,0,6,2,1
surreal,,,,701,6.55,1.12,1.76,7,JJ,0,2,6,2,2
swallow,17,4.95,10,3184,8.07,12.73,2.81,7,VB|NN,1,0,5,2,1
swamp,24,6.62,5,5706,8.65,8.98,2.66,5,NN|VB,3,2,5,1,1
swan,13,,3,1631,7.4,6.82,2.54,4,NN|VB,11,13,4,1,1
swear,13,,10,5027,8.52,88.16,3.65,5,VB|NN,4,10,4,1,1
sweat,16,4.53,23,5086,8.53,21.86,3.05,5,NN|VB,3,8,4,1,1
sweater,14,6.78,14,1314,7.18,13.8,2.85,7,NN,4,5,5,2,2
sweet,12,4.53,70,15494,9.65,145.2,3.87,5,JJ|NN,7,9,4,1,1
swerve,,,2,212,5.36,0.67,1.54,6,NN|VB,0,2,4,1,1
swim,19,4.85,15,5116,8.54,31.8,3.21,4,VB|NN,7,12,4,1,1
swimmer,19,,,639,6.46,3.73,2.28,7,NN,3,4,5,2,2
swimsuit,,,1,711,6.57,1.98,2.01,8,NN,0,0,7,2,2
swing,22,5.08,24,7716,8.95,25.98,3.12,5,NN|VB,6,16,4,1,1
sword,18,5.25,7,16752,9.73,26.18,3.13,5,NN,3,26,4,1,1
sympathetic,21,3.12,35,2460,7.81,3.8,2.29,11,JJ,0,0,10,4,3
sympathy,18,,36,3763,8.23,8.35,2.63,8,NN,0,0,7,3,3
syrup,12,6,4,1916,7.56,5.1,2.42,5,NN,0,5,5,2,1
system,22,2.36,416,439448,12.99,91.51,3.67,6,NN,0,0,6,2,1
table,10,6,198,56081,10.93,105.63,3.73,5,NN|VB,5,8,4,2,1
tabloids,,,1,380,5.94,0.96,1.7,8,NN,0,0,7,2,2
tack,12,5.64,4,1603,7.38,2.12,2.04,4,NN|VB,15,41,3,1,1
tag,21,,5,20783,9.94,13.88,2.85,3,NN|VB,24,22,3,1,1
tail,17,6.09,24,11267,9.33,23.9,3.09,4,NN|VB,14,42,3,1,1
take,11,3.2,611,330816,12.71,1891.04,4.98,4,VB|NN,16,30,3,1,1
talk,18,4.18,154,91547,11.42,855,4.64,4,VB|NN,11,28,3,1,1
talking,,,100,78552,11.27,497.75,4.4,7,VB|NN,5,12,5,2,2
tall,9,4.35,55,11346,9.34,32.33,3.22,4,JJ|NN,17,42,3,1,1
tan,13,4.18,9,8619,9.06,8.61,2.64,3,JJ|NN,27,39,3,1,1
tangerine,7,6.41,,426,6.05,0.75,1.59,9,NN,0,0,8,3,1
tantamount,,,3,607,6.41,0.33,1.26,10,JJ,0,0,9,3,1
tantrum,13,,2,639,6.46,0.88,1.66,7,NN,0,0,7,2,1
tap,19,4.95,18,11395,9.34,14.75,2.88,3,NN|VB,24,28,3,1,1
tape,18,5.62,35,61126,11.02,68.84,3.55,4,NN|VB,13,17,3,1,1
tart,17,,7,575,6.35,2.39,2.09,4,JJ|NN|VB,16,15,4,1,1
taste,15,4.53,59,19781,9.89,51.31,3.42,5,NN|VB,6,19,4,1,1
tasty,16,,,2008,7.6,6.31,2.51,5,JJ,6,5,5,2,2
tax,16,4.28,197,62254,11.04,14.55,2.87,3,NN|VB,16,39,4,1,1
taxi,7,6.28,16,2745,7.92,25.84,3.12,4,NN|VB,3,3,5,2,1
tea,11,6.05,28,8688,9.07,58.63,3.48,3,NN,15,52,2,1,1
teach,15,1.77,41,22492,10.02,72.84,3.57,5,VB,5,20,3,1,1
teacher,12,6.38,80,16947,9.74,55.73,3.45,7,NN,1,6,4,2,2
team,17,4.81,83,108529,11.59,147.61,3.88,4,NN|VB,11,27,3,1,1
tear,9,4.69,11,6617,8.8,27,3.14,4,NN,19,48,3,1,1
tears,10,4.69,34,9280,9.14,22.35,3.06,5,NN,15,34,4,1,2
teensy,,,1,221,5.4,0.47,1.4,6,JJ,0,1,5,2,1
teeth,16,6.14,103,10942,9.3,47.84,3.39,5,NN,1,18,3,1,1
telephone,17,6.15,76,39460,10.58,32.37,3.22,9,NN|VB,1,0,7,3,2
television,19,6.4,50,22560,10.02,33.9,3.24,10,NN,0,0,8,4,3
tell,19,3.02,268,201112,12.21,1724.49,4.94,4,VB|NN,13,38,3,1,1
temperature,12,4.61,135,14257,9.57,13.76,2.85,11,NN,0,0,8,3,3
temple,12,6.69,38,13396,9.5,17.55,2.95,6,NN,0,5,5,2,1
ten,20,4.92,165,39037,10.57,145,3.87,3,minor|NN,26,39,3,1,1
tennis,9,5.54,15,6412,8.77,13.63,2.84,6,NN,1,5,5,2,1
tense,17,3.61,15,2805,7.94,10.24,2.72,5,JJ|NN|VB,5,18,4,1,1
tent,15,5.79,20,3187,8.07,17.49,2.95,4,NN,17,25,4,1,1
terrible,13,2.63,45,12323,9.42,94.02,3.68,8,JJ,1,3,6,3,2
test,17,5.08,119,124267,11.73,84.08,3.63,4,NN|VB,13,20,4,1,1
thanks,14,2.63,37,253766,12.44,623.31,4.5,6,NN|VB,3,10,5,1,2
thaw,14,3.4,6,555,6.32,1.59,1.91,4,NN|VB,8,16,2,1,1
then,,,1377,705900,13.47,1489.53,4.88,4,RB|JJ,14,26,3,1,1
theory,25,1.9,129,48737,10.79,28.61,3.16,6,NN,0,0,5,2,2
there,9,2.12,2724,1313357,14.09,4348.12,5.35,5,minor|RB,4,25,3,1,1
thermometer,11,,10,695,6.54,2.2,2.05,11,NN,0,0,8,4,2
thick,8,3.77,67,11429,9.34,13.98,2.85,5,JJ|NN|RB,3,18,3,1,1
thief,11,4.83,8,4276,8.36,24.27,3.09,5,NN,1,10,3,1,1
thimble,9,5.18,1,114,4.74,0.27,1.18,7,NN,1,4,5,2,1
thin,5,3.82,92,14257,9.57,20.18,3.01,4,JJ|RB|NN|VB,7,25,3,1,1
thing,20,3.46,333,243604,12.4,1088.67,4.74,5,NN,6,17,3,1,1
think,22,3.38,433,652944,13.39,2691.39,5.14,5,VB|NN,7,14,4,1,1
thirst,6,4.41,4,1026,6.93,3.73,2.28,6,NN,0,11,4,1,1
thirsty,13,4.04,5,919,6.82,12.29,2.8,7,JJ,1,1,5,2,2
thought,9,1.28,515,174954,12.07,808.47,4.62,7,VB|NN,0,14,3,1,1
thousand,,,97,16355,9.7,69.29,3.55,8,minor|NN,0,1,5,2,1
thread,6,6.04,15,57162,10.95,5.16,2.42,6,NN|VB,1,9,4,1,1
threat,23,3.19,42,18510,9.83,20.76,3.03,6,NN,2,5,4,1,1
threaten,,,11,4138,8.33,8.53,2.64,8,VB,0,2,5,2,2
three,12,,610,165169,12.01,542.24,4.44,5,minor|NN,1,15,3,1,1
throw,14,4.05,42,28289,10.25,128.82,3.82,5,VB|NN,2,10,3,1,1
thumb,8,6.58,10,6586,8.79,11.82,2.78,5,NN|VB,1,16,3,1,1
thumb,19,4.51,,60,4.09,0.94,1.69,9,VB,0,0,6,2,2
thumb,4.51,,60,4.09,0.94,1.69,9,VB,0,0,6,2,2,
thunder,6,5.35,14,7624,8.94,13.31,2.83,7,NN|VB,0,5,5,2,1
thursday,,,33,14696,9.6,24.16,3.09,8,NN,0,0,5,2,2
ticket,19,7,16,14121,9.56,45.57,3.37,6,NN|VB,4,1,5,2,1
tickle,12,4.69,,921,6.83,4.8,2.39,6,NN|VB,6,11,4,2,1
tie,17,5.55,23,14878,9.61,44.43,3.36,3,NN|VB|JJ,17,45,2,1,1
tier,,,,1352,7.21,1.06,1.74,4,NN,6,48,3,1,1
tiger,15,6.07,7,5393,8.59,18.53,2.98,5,NN,5,8,4,2,1
tight,13,4.21,28,19366,9.87,50.92,3.41,5,JJ|RB,9,42,3,1,1
tighten,,,3,1648,7.41,2.86,2.17,7,VB,2,5,4,2,2
tile,9,6.23,16,1327,7.19,2.12,2.04,4,NN|VB,16,37,3,1,1
time,14,3.79,1599,788823,13.58,1958.63,5,4,NN|VB,12,27,3,1,1
tint,,,1,515,6.24,0.29,1.2,4,NN|VB,12,15,4,1,1
tiptoe,,,,223,5.41,0.88,1.66,6,VB,0,0,5,2,2
tire,10,5.51,22,6155,8.73,12.37,2.8,4,VB|NN,16,31,3,1,1
tired,14,3.04,48,19063,9.86,112.65,3.76,5,VB|JJ,9,14,4,1,2
tissue,12,,41,14342,9.57,10.73,2.74,6,NN,0,2,4,2,1
title,10,,77,79977,11.29,18.57,2.98,5,NN,3,13,4,2,1
