N,stdev,omniP,overallBF,oompcc,oomchance
30,11.5,0.133216923,0.634199523,0.488888889,0.157
30,11.5,0.883819006,0.108467196,0.455555556,0.531
30,11.5,0.997498708,0.099762551,0.488888889,0.129
30,11.5,0.41715558,0.219848101,0.455555556,0.55
30,11.5,0.954076276,0.101719807,0.433333333,0.779
30,11.5,0.341852708,0.2721785,0.5,0.112
30,11.5,0.690619442,0.143064851,0.433333333,0.785
30,11.5,0.267330626,0.337687196,0.533333333,0.014
30,11.5,0.006101915,13.09291551,0.5,0.094
30,11.5,0.616707006,0.156314185,0.455555556,0.512
30,11.5,0.962170282,0.104449701,0.477777778,0.288
30,11.5,0.29434282,0.284563323,0.433333333,0.824
30,11.5,0.958305259,0.100963793,0.433333333,0.814
30,11.5,0.029808753,2.373800685,0.488888889,0.163
30,11.5,0.150401974,0.54453249,0.422222222,0.938
30,11.5,0.422839719,0.227526232,0.411111111,0.974
30,11.5,0.027535031,2.98340805,0.477777778,0.268
30,11.5,0.007391004,11.15405062,0.5,0.094
30,11.5,0.669434844,0.145542617,0.422222222,0.919
30,11.5,0.279811424,0.309690703,0.422222222,0.915
30,11.5,0.212264496,0.427109261,0.522222222,0.032
30,11.5,0.966987534,0.098460246,0.433333333,0.823
30,11.5,0.136084586,0.661644178,0.466666667,0.317
30,11.5,0.24097666,0.397564612,0.444444444,0.689
30,11.5,0.057630466,1.731387683,0.5,0.113
30,11.5,0.992170666,0.097802914,0.411111111,0.978
30,11.5,0.664511337,0.146299469,0.477777778,0.262
30,11.5,0.513915252,0.193907379,0.455555556,0.544
30,11.5,0.185087113,0.414395714,0.5,0.12
30,11.5,0.094494565,0.830158029,0.488888889,0.144
30,11.5,0.296377134,0.376965774,0.433333333,0.74
30,11.5,0.439099445,0.215823089,0.433333333,0.801
30,11.5,0.761473966,0.122118125,0.444444444,0.658
30,11.5,0.514731498,0.172528778,0.455555556,0.533
30,11.5,0.780957388,0.12540074,0.411111111,0.971
30,11.5,0.526794179,0.18540553,0.477777778,0.258
30,11.5,0.828376741,0.115378811,0.444444444,0.698
30,11.5,0.361482956,0.234932686,0.433333333,0.84
30,11.5,0.32520695,0.285874309,0.477777778,0.25
30,11.5,0.002842699,22.89733702,0.5,0.098
30,11.5,0.910105234,0.108424189,0.422222222,0.91
30,11.5,0.01376651,5.53602165,0.455555556,0.612
30,11.5,0.98182357,0.100315038,0.411111111,0.966
30,11.5,0.397979333,0.215418046,0.444444444,0.731
30,11.5,0.333209793,0.299981976,0.455555556,0.48
30,11.5,0.172715337,0.455417622,0.422222222,0.93
30,11.5,0.71931426,0.144597416,0.433333333,0.877
30,11.5,0.396028099,0.226043318,0.488888889,0.184
30,11.5,0.486679733,0.189436705,0.477777778,0.275
30,11.5,0.533389083,0.174706925,0.466666667,0.379
30,11.5,0.421585336,0.22796317,0.444444444,0.736
30,11.5,0.054386402,1.406035911,0.488888889,0.161
30,11.5,0.5601194,0.176411354,0.411111111,0.97
30,11.5,0.536355957,0.169118593,0.444444444,0.76
30,11.5,0.054667917,2.183145956,0.466666667,0.417
30,11.5,0.163425457,0.483886272,0.444444444,0.746
30,11.5,0.354784762,0.239810683,0.466666667,0.42
30,11.5,0.410706315,0.237071858,0.455555556,0.597
30,11.5,0.338617741,0.268231065,0.477777778,0.271
30,11.5,0.61360526,0.157320918,0.411111111,0.97
30,11.5,0.793098671,0.124858578,0.466666667,0.445
30,11.5,0.353356129,0.24923691,0.444444444,0.656
30,11.5,0.012089529,7.297103962,0.5,0.07
30,11.5,0.149653896,0.59051894,0.466666667,0.301
30,11.5,0.44258427,0.197071139,0.455555556,0.535
30,11.5,0.614217345,0.150089729,0.411111111,0.959
30,11.5,0.09309346,0.918656783,0.466666667,0.463
30,11.5,0.427935916,0.234422013,0.477777778,0.264
30,11.5,0.06062216,1.358319822,0.477777778,0.3
30,11.5,0.396053445,0.228322631,0.444444444,0.69
30,11.5,0.112122255,0.802995796,0.511111111,0.053
30,11.5,0.085886146,1.105096099,0.477777778,0.308
30,11.5,0.578125067,0.160641161,0.444444444,0.744
30,11.5,9.21E-05,1181.074361,0.544444444,0.005
30,11.5,0.02773937,2.13122916,0.466666667,0.304
30,11.5,0.209463684,0.447357903,0.455555556,0.55
30,11.5,0.401159354,0.226283441,0.433333333,0.8
30,11.5,0.035657411,2.11415981,0.466666667,0.387
30,11.5,0.442711749,0.199320914,0.477777778,0.297
30,11.5,0.001741088,66.9888218,0.477777778,0.21
30,11.5,0.294101081,0.282929225,0.411111111,0.954
30,11.5,0.537291021,0.175858042,0.477777778,0.195
30,11.5,0.375007728,0.236632106,0.433333333,0.779
30,11.5,0.008363335,11.28964581,0.477777778,0.256
30,11.5,0.37993144,0.245160676,0.444444444,0.74
30,11.5,0.710049947,0.138196656,0.5,0.12
30,11.5,0.896714349,0.107701832,0.444444444,0.735
30,11.5,0.059115507,1.775163246,0.511111111,0.055
30,11.5,0.519918221,0.180557239,0.433333333,0.841
30,11.5,0.172777966,0.493444216,0.422222222,0.916
30,11.5,0.45240634,0.194344596,0.411111111,0.975
30,11.5,0.146079544,0.612530328,0.466666667,0.436
30,11.5,0.057102904,1.520071449,0.477777778,0.257
30,11.5,0.619443928,0.152500605,0.444444444,0.691
30,11.5,0.436817277,0.209649441,0.444444444,0.674
30,11.5,0.049586606,2.132477436,0.488888889,0.204
30,11.5,0.226234302,0.36978639,0.455555556,0.518
30,11.5,0.520469927,0.18152313,0.433333333,0.763
30,11.5,0.06200646,1.745660998,0.5,0.1
30,11.5,0.196267469,0.436181217,0.488888889,0.168
30,11.5,0.861482458,0.107077618,0.488888889,0.14
30,11.5,0.023361508,3.719391208,0.477777778,0.247
30,11.5,0.631361217,0.150926606,0.466666667,0.41
30,11.5,0.291467933,0.366157326,0.488888889,0.188
30,11.5,0.098487257,1.001071206,0.455555556,0.547
30,11.5,0.481835079,0.212816389,0.522222222,0.026
30,11.5,0.834667142,0.121335099,0.5,0.115
30,11.5,0.807060891,0.120312273,0.433333333,0.823
30,11.5,0.194819241,0.433368744,0.433333333,0.821
30,11.5,0.007422691,9.653985304,0.533333333,0.017
30,11.5,0.223539425,0.456663883,0.444444444,0.667
30,11.5,0.239764143,0.317295791,0.444444444,0.634
30,11.5,0.537618665,0.17619479,0.477777778,0.279
30,11.5,0.431908178,0.193283277,0.444444444,0.749
30,11.5,0.504141627,0.184177166,0.433333333,0.843
30,11.5,0.647347358,0.150934263,0.488888889,0.184
30,11.5,0.205713471,0.383111168,0.466666667,0.382
30,11.5,0.972809948,0.098345984,0.455555556,0.569
30,11.5,0.732530437,0.131531681,0.466666667,0.415
30,11.5,0.018643206,4.755886741,0.455555556,0.607
30,11.5,0.123577167,0.710502239,0.455555556,0.573
30,11.5,0.577741611,0.161347648,0.444444444,0.707
30,11.5,0.178479917,0.460574955,0.466666667,0.376
30,11.5,0.922500237,0.106263238,0.411111111,0.978
30,11.5,0.132149915,0.5625484,0.444444444,0.685
30,11.5,0.094178416,1.014440066,0.422222222,0.911
30,11.5,0.90804937,0.107692511,0.455555556,0.578
30,11.5,0.15277661,0.611649114,0.488888889,0.153
30,11.5,0.533857874,0.193550058,0.455555556,0.568
30,11.5,0.167098931,0.520595609,0.444444444,0.69
30,11.5,0.729965395,0.126596689,0.433333333,0.827
30,11.5,0.278612232,0.298976647,0.455555556,0.607
30,11.5,0.122317831,0.752386152,0.466666667,0.36
30,11.5,0.968974038,0.100081589,0.444444444,0.704
30,11.5,0.589114942,0.158906389,0.433333333,0.812
30,11.5,0.01837332,4.721285761,0.5,0.092
30,11.5,0.526685128,0.181400437,0.477777778,0.274
30,11.5,0.037399989,2.384418548,0.5,0.098
30,11.5,0.082132243,1.223033085,0.455555556,0.493
30,11.5,0.061348531,1.591251148,0.466666667,0.367
30,11.5,0.122203205,0.756759716,0.511111111,0.062
30,11.5,0.414800329,0.221249275,0.455555556,0.546
30,11.5,0.30215493,0.291333409,0.433333333,0.818
30,11.5,0.046109718,2.515889263,0.477777778,0.268
30,11.5,0.772863958,0.120798499,0.433333333,0.838
30,11.5,0.904553123,0.109235719,0.466666667,0.369
30,11.5,0.08872797,0.967315697,0.511111111,0.041
30,11.5,0.253675,0.330157512,0.5,0.108
30,11.5,0.364762727,0.228311764,0.466666667,0.437
30,11.5,0.1768185,0.600288623,0.444444444,0.682
30,11.5,0.359336631,0.275397821,0.455555556,0.542
30,11.5,0.94725787,0.103760414,0.488888889,0.216
30,11.5,0.470663539,0.192959777,0.444444444,0.668
30,11.5,0.982436863,0.099905305,0.511111111,0.057
30,11.5,0.304506446,0.337356117,0.444444444,0.748
30,11.5,0.087357078,1.051206857,0.477777778,0.199
30,11.5,0.81652579,0.115515824,0.444444444,0.681
30,11.5,0.594741921,0.161295594,0.477777778,0.208
30,11.5,0.545474021,0.182687287,0.455555556,0.543
30,11.5,0.981725396,0.098594892,0.477777778,0.259
30,11.5,0.020960497,5.105904596,0.577777778,0.001
30,11.5,0.743726242,0.121064637,0.4,0.995
30,11.5,0.440614059,0.209441796,0.444444444,0.706
30,11.5,0.795534481,0.126836423,0.466666667,0.406
30,11.5,0.766850314,0.121364968,0.444444444,0.741
30,11.5,0.702111595,0.137822807,0.477777778,0.254
30,11.5,0.509633471,0.178610541,0.433333333,0.846
30,11.5,0.49961393,0.186379115,0.455555556,0.516
30,11.5,0.53813639,0.163292194,0.411111111,0.956
30,11.5,0.255736922,0.292489053,0.444444444,0.658
30,11.5,0.233807732,0.392308276,0.466666667,0.304
30,11.5,0.245579461,0.331810477,0.455555556,0.565
30,11.5,0.150855455,0.674094295,0.533333333,0.016
30,11.5,0.141487952,0.737926547,0.466666667,0.455
30,11.5,0.193635523,0.503070831,0.455555556,0.575
30,11.5,0.943438027,0.105992514,0.411111111,0.969
30,11.5,0.71324024,0.131816591,0.444444444,0.698
30,11.5,0.51750286,0.183579066,0.433333333,0.795
30,11.5,0.16765982,0.513222589,0.411111111,0.945
30,11.5,0.390463361,0.234453543,0.477777778,0.323
30,11.5,0.578840106,0.161262755,0.5,0.097
30,11.5,0.620087553,0.159998991,0.455555556,0.542
30,11.5,0.156891311,0.690136999,0.433333333,0.843
30,11.5,0.261371322,0.319731171,0.477777778,0.319
30,11.5,0.249976573,0.332888198,0.455555556,0.505
30,11.5,0.243478615,0.372949165,0.433333333,0.808
30,11.5,0.015241341,3.965137689,0.5,0.088
30,11.5,0.147598904,0.603606962,0.477777778,0.282
30,11.5,0.177286789,0.538713241,0.455555556,0.529
30,11.5,0.454469983,0.209594915,0.466666667,0.434
30,11.5,0.400157804,0.23993115,0.5,0.079
30,11.5,0.079760908,1.189402763,0.444444444,0.726
30,11.5,0.441320137,0.216080093,0.433333333,0.793
30,11.5,0.279996541,0.353402146,0.466666667,0.401
30,11.5,0.030921124,3.722183317,0.522222222,0.02
30,11.5,0.81824846,0.11795759,0.455555556,0.597
30,11.5,0.933205403,0.10604682,0.466666667,0.368
30,11.5,0.31399254,0.291848612,0.433333333,0.803
30,11.5,0.386863961,0.228318322,0.466666667,0.405
30,11.5,0.226307842,0.347504695,0.455555556,0.58
30,11.5,0.04208792,1.829343501,0.455555556,0.567
30,11.5,0.790519706,0.11865581,0.422222222,0.921
30,11.5,0.177464916,0.561596662,0.455555556,0.553
30,11.5,0.125303699,0.707517916,0.444444444,0.713
30,11.5,0.738207374,0.131343639,0.422222222,0.927
30,11.5,0.507825577,0.190625221,0.455555556,0.589
30,11.5,0.449763183,0.206236513,0.477777778,0.294
30,11.5,0.964537765,0.099689108,0.477777778,0.303
30,11.5,0.156037297,0.597967584,0.511111111,0.059
30,11.5,0.341036467,0.27793772,0.422222222,0.936
30,11.5,0.202258755,0.382820003,0.444444444,0.682
30,11.5,0.135556356,0.75346353,0.488888889,0.179
30,11.5,0.072561151,1.257283357,0.477777778,0.294
30,11.5,0.51171571,0.174940672,0.422222222,0.907
30,11.5,0.815567402,0.115093127,0.466666667,0.417
30,11.5,0.066084629,1.436764426,0.477777778,0.265
30,11.5,0.47751755,0.223880608,0.477777778,0.263
30,11.5,0.004004814,27.64829055,0.488888889,0.189
30,11.5,0.452288718,0.194433293,0.477777778,0.234
30,11.5,0.01150639,6.773868278,0.466666667,0.436
30,11.5,0.086088002,0.999971437,0.544444444,0.009
30,11.5,0.020138733,4.558941669,0.5,0.107
30,11.5,0.350028657,0.268899439,0.444444444,0.708
30,11.5,0.058669556,1.56128332,0.466666667,0.367
30,11.5,0.300815525,0.295564468,0.466666667,0.374
30,11.5,0.250829164,0.332965181,0.411111111,0.953
30,11.5,0.353777482,0.260833234,0.444444444,0.698
30,11.5,0.003186777,31.83760352,0.533333333,0.02
30,11.5,0.004743929,18.35423486,0.5,0.08
30,11.5,0.772901755,0.121711894,0.422222222,0.921
30,11.5,0.339541402,0.250650797,0.477777778,0.299
30,11.5,0.233494343,0.403544607,0.422222222,0.895
30,11.5,0.14198376,0.581341676,0.433333333,0.813
30,11.5,0.592411119,0.160834182,0.455555556,0.548
30,11.5,0.055889647,1.864040228,0.522222222,0.035
30,11.5,0.677866872,0.135959381,0.444444444,0.638
30,11.5,0.677308031,0.144369162,0.422222222,0.918
30,11.5,0.863224403,0.11494011,0.433333333,0.855
30,11.5,0.672186966,0.14523156,0.455555556,0.574
30,11.5,0.038062591,1.854508518,0.455555556,0.556
30,11.5,0.86260189,0.113770601,0.377777778,0.998
30,11.5,0.152330036,0.638513959,0.488888889,0.2
30,11.5,0.557631945,0.164851958,0.422222222,0.879
30,11.5,0.750451464,0.123490141,0.444444444,0.716
30,11.5,0.116084445,0.712118472,0.477777778,0.219
30,11.5,0.244777787,0.336928669,0.455555556,0.48
30,11.5,0.62213138,0.15536164,0.477777778,0.294
30,11.5,0.276249808,0.3256668,0.422222222,0.901
30,11.5,0.099511354,0.779947435,0.466666667,0.431
30,11.5,0.164443384,0.543787994,0.466666667,0.449
30,11.5,0.670292236,0.136888558,0.466666667,0.42
30,11.5,0.122921238,0.775536325,0.455555556,0.538
30,11.5,0.381256383,0.263519739,0.455555556,0.495
30,11.5,0.433550522,0.210216591,0.433333333,0.791
30,11.5,0.566411729,0.192941994,0.488888889,0.213
30,11.5,0.877092143,0.111419481,0.411111111,0.979
30,11.5,0.057501881,1.266112062,0.455555556,0.588
30,11.5,0.458011637,0.198300619,0.433333333,0.828
30,11.5,0.042925467,2.276569581,0.455555556,0.54
30,11.5,0.026790657,3.638147723,0.5,0.105
30,11.5,0.983179054,0.096714895,0.555555556,0.004
30,11.5,0.168352788,0.540982889,0.433333333,0.848
30,11.5,0.35782414,0.250157497,0.433333333,0.796
30,11.5,0.463753004,0.193306375,0.444444444,0.64
30,11.5,0.442449851,0.204775882,0.488888889,0.207
30,11.5,0.129598344,0.57077633,0.422222222,0.896
30,11.5,0.716317988,0.136901527,0.444444444,0.654
30,11.5,0.72204538,0.130472966,0.422222222,0.928
30,11.5,0.168252277,0.542393071,0.455555556,0.517
30,11.5,0.199168394,0.404790982,0.466666667,0.367
30,11.5,0.519757889,0.171051725,0.466666667,0.394
30,11.5,0.388792715,0.236859511,0.455555556,0.577
30,11.5,0.126969847,0.914448367,0.466666667,0.303
30,11.5,0.605312835,0.156494394,0.433333333,0.845
30,11.5,0.525612335,0.173603668,0.477777778,0.259
30,11.5,0.903291576,0.107385597,0.4,0.983
30,11.5,0.354403466,0.250891602,0.488888889,0.159
30,11.5,0.075315795,1.254766676,0.444444444,0.679
30,11.5,0.444659722,0.223101984,0.466666667,0.396
30,11.5,0.125801296,0.838989644,0.5,0.105
30,11.5,0.401156566,0.237355669,0.5,0.103
30,11.5,0.866831671,0.111901364,0.4,0.98
30,11.5,0.889948142,0.115572854,0.422222222,0.916
30,11.5,0.715336819,0.1322518,0.5,0.104
30,11.5,0.130113705,0.58367743,0.466666667,0.395
30,11.5,0.812635131,0.117586432,0.455555556,0.532
30,11.5,0.860233059,0.113293132,0.444444444,0.731
30,11.5,0.675256344,0.138925728,0.433333333,0.813
30,11.5,0.117296025,0.748293748,0.466666667,0.456
30,11.5,0.026105459,3.532458262,0.466666667,0.348
30,11.5,0.757427014,0.124934804,0.444444444,0.7
30,11.5,0.463799483,0.203731377,0.455555556,0.571
30,11.5,0.622042446,0.149011855,0.477777778,0.251
30,11.5,0.458209378,0.204062189,0.433333333,0.852
30,11.5,0.937950514,0.103059945,0.4,0.98
30,11.5,0.699764041,0.16581563,0.422222222,0.918
30,11.5,0.364181236,0.229062226,0.433333333,0.815
30,11.5,0.399137075,0.210736604,0.444444444,0.692
30,11.5,0.466839447,0.200670164,0.5,0.105
30,11.5,0.414172971,0.210035965,0.433333333,0.842
30,11.5,0.022070042,4.539143451,0.533333333,0.01
30,11.5,0.258505479,0.339329049,0.466666667,0.431
30,11.5,0.713282774,0.133621422,0.466666667,0.338
30,11.5,0.573986138,0.158460985,0.411111111,0.966
30,11.5,0.359375533,0.232730367,0.477777778,0.247
30,11.5,0.152541828,0.649594627,0.477777778,0.249
30,11.5,0.223249906,0.415438735,0.5,0.116
30,11.5,0.027853242,3.245528394,0.466666667,0.427
30,11.5,0.095635037,0.825309525,0.455555556,0.528
30,11.5,0.531946758,0.17961269,0.466666667,0.34
30,11.5,0.02288252,2.709082665,0.477777778,0.285
30,11.5,0.024252231,3.396199984,0.477777778,0.28
30,11.5,0.03221813,2.482208496,0.466666667,0.374
30,11.5,0.030013104,3.330534396,0.511111111,0.049
30,11.5,0.636797585,0.146211906,0.433333333,0.826
30,11.5,0.197496781,0.406304674,0.444444444,0.75
30,11.5,0.776870924,0.120984217,0.466666667,0.415
30,11.5,0.27304951,0.292284123,0.466666667,0.412
30,11.5,0.120680249,0.75171027,0.511111111,0.057
30,11.5,0.068914773,1.142177987,0.488888889,0.128
30,11.5,0.751075158,0.126776423,0.477777778,0.264
30,11.5,0.267560693,0.31562214,0.455555556,0.525
30,11.5,0.687216237,0.141765801,0.466666667,0.419
30,11.5,0.667499611,0.144210999,0.455555556,0.594
30,11.5,0.426496861,0.20725229,0.444444444,0.673
30,11.5,0.882496732,0.110815893,0.466666667,0.459
30,11.5,0.924446204,0.105273522,0.533333333,0.011
30,11.5,0.061314226,1.876232821,0.5,0.105
30,11.5,0.920878418,0.106470475,0.377777778,1
30,11.5,0.060816908,1.393539228,0.455555556,0.555
30,11.5,0.029685991,3.206239115,0.477777778,0.254
30,11.5,0.44907603,0.20467006,0.466666667,0.431
30,11.5,0.03421345,2.744067077,0.522222222,0.029
30,11.5,0.278961456,0.303970791,0.444444444,0.632
30,11.5,0.188100513,0.477108969,0.488888889,0.161
30,11.5,0.117085709,0.597715845,0.455555556,0.534
30,11.5,0.420796582,0.226723934,0.477777778,0.298
30,11.5,0.076989759,1.162939687,0.477777778,0.279
30,11.5,0.670542079,0.141555768,0.444444444,0.714
30,11.5,0.433755332,0.220424367,0.466666667,0.406
30,11.5,0.915273596,0.109044785,0.4,0.993
30,11.5,0.199385566,0.406710536,0.466666667,0.365
30,11.5,0.223443946,0.408876597,0.444444444,0.743
30,11.5,0.419715948,0.216157945,0.433333333,0.875
30,11.5,0.007875555,8.218666931,0.466666667,0.416
30,11.5,0.096537067,0.897642595,0.477777778,0.246
30,11.5,0.539088699,0.173462754,0.433333333,0.827
30,11.5,0.087407251,0.785854443,0.433333333,0.842
30,11.5,0.053380191,2.297549824,0.511111111,0.041
30,11.5,0.062348527,1.343384323,0.522222222,0.026
30,11.5,0.76419257,0.122340642,0.4,0.991
30,11.5,0.462593865,0.197861588,0.433333333,0.798
30,11.5,0.248739348,0.339522478,0.477777778,0.226
30,11.5,0.169726585,0.496707656,0.444444444,0.721
30,11.5,0.033614982,2.435069478,0.477777778,0.285
30,11.5,0.024793264,2.722339251,0.488888889,0.188
30,11.5,0.073046301,1.136034468,0.5,0.092
30,11.5,0.336309443,0.296425492,0.466666667,0.396
30,11.5,0.061603899,1.561364847,0.488888889,0.132
30,11.5,0.269922509,0.326568126,0.411111111,0.965
30,11.5,0.100928082,1.070426493,0.444444444,0.692
30,11.5,0.378126126,0.280958264,0.466666667,0.352
30,11.5,0.001135028,55.12549098,0.5,0.1
30,11.5,0.055016571,2.186593739,0.488888889,0.179
30,11.5,0.700620569,0.139916012,0.466666667,0.435
30,11.5,0.185267441,0.434343307,0.466666667,0.464
30,11.5,0.710467151,0.13496123,0.466666667,0.443
30,11.5,0.02389871,2.776404335,0.466666667,0.443
30,11.5,0.194570042,0.487094532,0.466666667,0.357
30,11.5,0.288700748,0.286891651,0.466666667,0.389
30,11.5,0.002494399,39.26040292,0.5,0.075
30,11.5,0.620743132,0.157693393,0.455555556,0.499
30,11.5,0.26679062,0.313582185,0.433333333,0.845
30,11.5,0.771014087,0.130500819,0.444444444,0.719
30,11.5,0.116291338,0.785261101,0.477777778,0.265
30,11.5,0.273987873,0.350316524,0.477777778,0.27
30,11.5,0.090608088,0.817666076,0.488888889,0.182
30,11.5,0.273140019,0.344444232,0.411111111,0.964
30,11.5,0.03760544,2.729263413,0.488888889,0.135
30,11.5,0.056192378,1.564898084,0.5,0.096
30,11.5,0.104400911,0.787244922,0.477777778,0.268
30,11.5,0.720246999,0.13008101,0.444444444,0.726
30,11.5,0.542438243,0.179516887,0.466666667,0.404
30,11.5,0.343327325,0.234262973,0.477777778,0.278
30,11.5,0.108952606,0.742352371,0.466666667,0.404
30,11.5,0.6338674,0.152221859,0.433333333,0.835
30,11.5,0.020892973,4.313501591,0.477777778,0.261
30,11.5,0.009402569,10.07682001,0.533333333,0.005
30,11.5,0.185758009,0.469374848,0.466666667,0.459
30,11.5,0.643875983,0.142422502,0.444444444,0.705
30,11.5,0.469034909,0.196488153,0.433333333,0.853
30,11.5,0.376580293,0.237583864,0.488888889,0.128
30,11.5,0.013243546,7.399862169,0.522222222,0.022
30,11.5,0.847730016,0.113491261,0.4,0.993
30,11.5,0.39456212,0.235229522,0.477777778,0.188
30,11.5,0.2286667,0.375532449,0.433333333,0.712
30,11.5,0.172114692,0.555904177,0.5,0.123
30,11.5,0.052203064,2.070260687,0.5,0.124
30,11.5,0.997918761,0.099056736,0.477777778,0.29
30,11.5,0.53742916,0.173618705,0.411111111,0.968
30,11.5,0.847459636,0.116848761,0.411111111,0.968
30,11.5,0.963910706,0.101894705,0.455555556,0.514
30,11.5,0.050310671,1.706165272,0.455555556,0.467
30,11.5,0.624559349,0.158115704,0.477777778,0.293
30,11.5,0.0771125,1.196601407,0.477777778,0.258
30,11.5,0.422453078,0.253001121,0.433333333,0.83
30,11.5,0.086553256,1.067554866,0.466666667,0.352
30,11.5,0.583444845,0.168494923,0.444444444,0.692
30,11.5,0.201306114,0.427591119,0.477777778,0.277
30,11.5,0.386366184,0.255707412,0.466666667,0.441
30,11.5,0.056875095,1.500986903,0.466666667,0.337
30,11.5,0.128824636,0.588761713,0.444444444,0.691
30,11.5,0.05396875,1.80778401,0.466666667,0.376
30,11.5,0.291646888,0.282287618,0.477777778,0.224
30,11.5,0.018106452,5.457366468,0.511111111,0.065
30,11.5,0.063080047,1.247277533,0.477777778,0.252
30,11.5,0.001754507,34.57663609,0.511111111,0.059
30,11.5,0.066799937,1.224109293,0.444444444,0.695
30,11.5,0.028251286,3.449721634,0.488888889,0.186
30,11.5,0.205606185,0.427027915,0.477777778,0.26
30,11.5,0.548986681,0.175033667,0.511111111,0.06
30,11.5,0.070073717,1.162784385,0.444444444,0.71
30,11.5,0.110462507,0.849761647,0.477777778,0.292
30,11.5,0.375745118,0.248726274,0.422222222,0.936
30,11.5,0.015493747,4.81563056,0.455555556,0.501
30,11.5,0.301781738,0.292400155,0.455555556,0.544
30,11.5,0.426934395,0.207958024,0.411111111,0.961
30,11.5,0.021213516,3.895378379,0.488888889,0.143
30,11.5,0.187278236,0.426481378,0.466666667,0.342
30,11.5,0.37262085,0.250635896,0.444444444,0.592
30,11.5,0.115350844,0.721309348,0.433333333,0.809
30,11.5,0.588298755,0.171213263,0.433333333,0.866
30,11.5,0.502641012,0.186473288,0.422222222,0.884
30,11.5,0.154876534,0.634661313,0.466666667,0.369
30,11.5,0.348384263,0.249536575,0.477777778,0.301
30,11.5,0.630307046,0.147647706,0.422222222,0.924
30,11.5,0.723761402,0.127884507,0.422222222,0.92
30,11.5,0.727414245,0.128619433,0.433333333,0.828
30,11.5,0.571935169,0.167480523,0.433333333,0.787
30,11.5,0.082889533,0.842343056,0.5,0.077
30,11.5,0.011450817,7.959193678,0.488888889,0.203
30,11.5,0.244549485,0.431145374,0.455555556,0.574
30,11.5,0.474249442,0.197071936,0.488888889,0.183
30,11.5,0.489310872,0.178808292,0.422222222,0.931
30,11.5,0.945230636,0.106309687,0.455555556,0.49
30,11.5,0.967620121,0.100896362,0.411111111,0.973
30,11.5,0.010941111,5.566649124,0.477777778,0.286
30,11.5,0.964907777,0.101492672,0.4,0.99
30,11.5,0.303108833,0.313051366,0.455555556,0.54
30,11.5,0.053785078,2.000507464,0.455555556,0.547
30,11.5,0.851157325,0.123762522,0.4,0.982
30,11.5,0.303574375,0.298081785,0.477777778,0.281
30,11.5,0.957868092,0.100465078,0.455555556,0.545
30,11.5,0.00279305,17.1325536,0.511111111,0.056
30,11.5,0.167935641,0.533640943,0.477777778,0.253
30,11.5,0.989195337,0.100621476,0.477777778,0.282
30,11.5,0.821534266,0.118041325,0.422222222,0.917
30,11.5,0.492339512,0.171460486,0.455555556,0.559
30,11.5,0.530365386,0.196210086,0.444444444,0.737
30,11.5,0.336508493,0.257320803,0.488888889,0.156
30,11.5,0.35189086,0.249452138,0.433333333,0.881
30,11.5,0.042279095,2.086986681,0.466666667,0.403
30,11.5,0.167897794,0.567227448,0.422222222,0.919
30,11.5,0.435740711,0.214470207,0.455555556,0.493
30,11.5,0.158304994,0.557516587,0.488888889,0.197
30,11.5,0.451926627,0.206430691,0.444444444,0.685
30,11.5,0.937259437,0.101662278,0.477777778,0.287
30,11.5,0.723839259,0.147172085,0.466666667,0.364
30,11.5,0.570806561,0.162821295,0.477777778,0.291
30,11.5,0.26574853,0.362218049,0.533333333,0.017
30,11.5,0.03831899,1.81031925,0.522222222,0.032
30,11.5,0.641912673,0.15060946,0.422222222,0.91
30,11.5,0.008582721,9.291175425,0.488888889,0.17
30,11.5,0.176842807,0.583646171,0.466666667,0.382
30,11.5,0.461894753,0.205458671,0.455555556,0.573
30,11.5,0.060536229,1.206105138,0.522222222,0.019
30,11.5,0.029586965,3.049005946,0.488888889,0.201
30,11.5,0.046276716,1.646285629,0.455555556,0.574
30,11.5,0.156845517,0.528346662,0.455555556,0.582
30,11.5,0.674460232,0.146910981,0.455555556,0.548
30,11.5,0.082892889,1.253702678,0.522222222,0.038
30,11.5,0.220042984,0.409280591,0.477777778,0.213
30,11.5,0.16336914,0.573254801,0.466666667,0.358
30,11.5,0.154813693,0.500261097,0.488888889,0.119
30,11.5,0.565921793,0.174017148,0.411111111,0.966
30,11.5,0.829054343,0.113908026,0.411111111,0.965
30,11.5,0.184158963,0.47162388,0.455555556,0.527
30,11.5,0.622005743,0.148210814,0.411111111,0.971
30,11.5,0.168373367,0.48100234,0.455555556,0.569
30,11.5,0.074896686,1.095377705,0.5,0.063
30,11.5,0.008337508,9.273661833,0.5,0.082
30,11.5,0.41883306,0.242661443,0.422222222,0.927
30,11.5,0.882277991,0.107812023,0.444444444,0.696
30,11.5,0.577761996,0.165537677,0.433333333,0.832
30,11.5,0.070687935,1.430226131,0.511111111,0.052
30,11.5,0.67500443,0.137714609,0.466666667,0.415
30,11.5,0.510444951,0.177330051,0.455555556,0.54
30,11.5,0.712687587,0.135654246,0.422222222,0.906
30,11.5,0.027846892,2.581931314,0.466666667,0.371
30,11.5,0.416066712,0.224077398,0.422222222,0.915
30,11.5,0.093208712,0.905650596,0.477777778,0.26
30,11.5,0.346255988,0.301822425,0.411111111,0.972
