N,stdev,omniP,overallBF,oompcc,oomchance
10,3,0.63024941,0.304536094,0.466666667,0.945
10,3,0.01339981,6.71212775,0.633333333,0.072
10,3,0.083803081,1.584176087,0.533333333,0.597
10,3,0.182168925,0.904957444,0.566666667,0.386
10,3,0.023666127,5.670363582,0.6,0.162
10,3,0.03174282,3.510138156,0.6,0.1
10,3,0.368926514,0.430028455,0.5,0.863
10,3,0.608943242,0.300670793,0.466666667,0.983
10,3,0.387420489,0.439517116,0.466666667,0.933
10,3,0.057842789,2.377579037,0.6,0.206
10,3,0.318976883,0.634447149,0.466666667,0.924
10,3,0.356305712,0.474727444,0.533333333,0.397
10,3,0.985577172,0.213230948,0.466666667,0.943
10,3,0.612058742,0.303219537,0.6,0.162
10,3,0.441209344,0.433201257,0.5,0.945
10,3,0.401827079,0.488325653,0.566666667,0.324
10,3,0.545344649,0.355322346,0.5,0.648
10,3,0.185622405,0.857677343,0.566666667,0.49
10,3,0.009268329,8.167980194,0.6,0.143
10,3,0.445675579,0.41544126,0.6,0.233
10,3,0.181653409,0.984663789,0.566666667,0.522
10,3,0.094452624,1.824336652,0.566666667,0.509
10,3,0.004718505,25.52864867,0.633333333,0.112
10,3,0.097728095,1.309196463,0.6,0.283
10,3,0.09675234,1.668370736,0.533333333,0.589
10,3,0.048505324,2.988996746,0.566666667,0.482
10,3,0.310893614,0.617504627,0.533333333,0.554
10,3,0.528417253,0.35453186,0.533333333,0.596
10,3,0.143044798,1.06289357,0.6,0.271
10,3,0.635003993,0.321285443,0.533333333,0.489
10,3,0.530957444,0.345685935,0.5,0.807
10,3,0.010690348,7.313764948,0.466666667,0.995
10,3,0.179474707,0.960743644,0.5,0.807
10,3,0.519940596,0.388024887,0.533333333,0.556
10,3,0.140379742,1.1921039,0.566666667,0.536
10,3,0.416856197,0.444251228,0.566666667,0.314
10,3,0.292003232,0.601788432,0.533333333,0.711
10,3,0.125878202,1.291275055,0.5,0.818
10,3,0.03705883,4.766169422,0.566666667,0.445
10,3,0.519051519,0.350827977,0.6,0.161
10,3,0.285544154,0.651804725,0.533333333,0.519
10,3,0.569911429,0.33904265,0.433333333,1
10,3,0.005551567,24.83517959,0.666666667,0.045
10,3,0.249158981,0.662359961,0.6,0.171
10,3,0.190302505,0.805716552,0.533333333,0.651
10,3,0.508380096,0.345788247,0.5,0.621
10,3,0.051007227,2.223707584,0.733333333,0.003
10,3,0.772429581,0.255401403,0.533333333,0.597
10,3,0.793323639,0.256562048,0.633333333,0.139
10,3,0.041562113,2.857386565,0.566666667,0.522
10,3,0.058871587,1.734250132,0.6,0.15
10,3,0.516622465,0.377112643,0.566666667,0.493
10,3,0.267565666,0.645185951,0.566666667,0.474
10,3,0.331286962,0.536096999,0.533333333,0.589
10,3,0.073937404,1.967073182,0.566666667,0.34
10,3,0.073643873,1.647845998,0.633333333,0.061
10,3,0.096119331,1.756378615,0.5,0.936
10,3,0.268427495,0.775447202,0.566666667,0.35
10,3,0.979730422,0.213099699,0.533333333,0.502
10,3,0.155577206,1.014636424,0.533333333,0.637
10,3,0.083292972,1.526335407,0.533333333,0.393
10,3,0.457773815,0.414646915,0.5,0.881
10,3,0.578001522,0.308378735,0.566666667,0.384
10,3,0.448476071,0.390111224,0.6,0.151
10,3,0.001316803,50.83859412,0.6,0.151
10,3,0.072034264,1.439766176,0.6,0.159
10,3,0.222625191,0.729779704,0.533333333,0.577
10,3,0.655146382,0.321480912,0.5,0.785
10,3,0.303533359,0.54890187,0.5,0.798
10,3,0.572994802,0.34340069,0.6,0.167
10,3,0.80856938,0.270560907,0.566666667,0.494
10,3,0.023828892,5.672854438,0.566666667,0.378
10,3,0.248259895,0.62010168,0.566666667,0.45
10,3,0.143010541,1.062253812,0.566666667,0.303
10,3,0.740992495,0.270690233,0.466666667,0.937
10,3,0.194908219,0.896674443,0.533333333,0.721
10,3,0.134217728,0.917101137,0.566666667,0.462
10,3,0.049749108,4.090983875,0.6,0.191
10,3,0.16761955,1.10373208,0.566666667,0.32
10,3,0.534308497,0.350420944,0.566666667,0.315
10,3,0.378988453,0.535313171,0.6,0.142
10,3,0.027137657,3.973200269,0.633333333,0.068
10,3,0.070352399,1.614448182,0.533333333,0.401
10,3,0.04693027,3.228767378,0.566666667,0.35
10,3,0.099231179,1.758186388,0.633333333,0.073
10,3,0.262265322,0.661583964,0.5,0.813
10,3,0.057024787,2.457199918,0.633333333,0.054
10,3,0.988806086,0.217283748,0.433333333,1
10,3,0.141239207,1.065693888,0.533333333,0.626
10,3,0.257327417,0.726158183,0.533333333,0.617
10,3,0.387420489,0.457785703,0.633333333,0.061
10,3,0.243560257,0.573187518,0.5,0.828
10,3,0.500037137,0.357334712,0.666666667,0.032
10,3,0.634038473,0.302585364,0.5,0.807
10,3,0.254391225,0.6037022,0.566666667,0.472
10,3,0.979730422,0.210300747,0.533333333,0.622
10,3,0.003212901,40.51537809,0.6,0.156
10,3,0.140734261,1.160007098,0.533333333,0.611
10,3,0.007427659,28.65318056,0.6,0.109
10,3,0.892963976,0.233033381,0.566666667,0.47
10,3,0.580422411,0.368759577,0.566666667,0.389
10,3,0.941028637,0.221412616,0.5,0.952
10,3,0.118342994,0.891266323,0.466666667,0.989
10,3,0.111677239,1.690054691,0.566666667,0.298
10,3,0.071829637,2.584423803,0.533333333,0.787
10,3,0.066540411,2.120480222,0.566666667,0.466
10,3,0.352445998,0.510508665,0.5,0.829
10,3,0.840528204,0.252910686,0.5,0.716
10,3,0.016002254,8.192882813,0.533333333,0.542
10,3,0.660739612,0.301447507,0.533333333,0.596
10,3,0.989819092,0.209330169,0.633333333,0.119
10,3,0.597843823,0.324142593,0.566666667,0.286
10,3,0.315223623,0.612295442,0.466666667,0.946
10,3,0.061018742,2.414649534,0.566666667,0.335
10,3,0.258219022,0.746884449,0.566666667,0.467
10,3,0.59258937,0.33286181,0.566666667,0.488
10,3,0.303764456,0.50624848,0.533333333,0.57
10,3,0.019514775,3.173923685,0.533333333,0.656
10,3,0.280373475,0.629525258,0.6,0.292
10,3,0.257327417,0.608715013,0.433333333,0.99
10,3,0.761912159,0.264111052,0.533333333,0.622
10,3,0.524297953,0.329739136,0.5,0.827
10,3,0.680421076,0.290084945,0.633333333,0.145
10,3,0.200394413,0.866990668,0.633333333,0.107
10,3,0.083747866,1.879560837,0.5,0.814
10,3,0.915544782,0.223382497,0.433333333,0.993
10,3,0.566173516,0.354066847,0.5,0.822
10,3,0.264723159,0.670222229,0.533333333,0.549
10,3,0.050656183,2.386683251,0.5,0.833
10,3,0.216105114,0.812523153,0.566666667,0.444
10,3,0.333926984,0.556397577,0.566666667,0.46
10,3,0.588861363,0.320567086,0.6,0.147
10,3,0.249332192,0.738381348,0.533333333,0.679
10,3,0.522872944,0.364296925,0.6,0.247
10,3,0.899768918,0.226373547,0.533333333,0.476
10,3,0.032547853,3.95706513,0.633333333,0.095
10,3,0.01826511,6.520100689,0.633333333,0.047
10,3,0.119218021,1.084474132,0.533333333,0.756
10,3,0.207678803,0.788362506,0.533333333,0.635
10,3,0.551420158,0.313718722,0.533333333,0.75
10,3,0.948287551,0.21402277,0.566666667,0.365
10,3,0.089962908,1.690057735,0.5,0.706
10,3,0.028756689,3.361422779,0.5,0.799
10,3,0.100422955,1.446271738,0.6,0.166
10,3,0.216425288,0.825979453,0.633333333,0.111
10,3,0.306984744,0.552281386,0.566666667,0.273
10,3,0.902857199,0.232890283,0.533333333,0.607
10,3,0.127085812,0.921995962,0.566666667,0.511
10,3,0.653589393,0.313182981,0.533333333,0.631
10,3,0.212573597,0.776657312,0.5,0.805
10,3,0.322902915,0.566978335,0.566666667,0.475
10,3,0.037801347,4.283891736,0.566666667,0.315
10,3,0.104647707,1.997514856,0.5,0.884
10,3,0.859620673,0.261096037,0.433333333,0.981
10,3,0.041953327,2.841554405,0.566666667,0.457
10,3,0.929873536,0.236006953,0.466666667,0.975
10,3,0.832120056,0.236819153,0.5,0.915
10,3,0.178609454,0.798979984,0.666666667,0.023
10,3,0.054788809,2.076563464,0.533333333,0.754
10,3,0.29877739,0.57179175,0.6,0.269
10,3,0.849586304,0.234134201,0.466666667,0.965
10,3,0.46451863,0.417164674,0.466666667,0.888
10,3,0.875964045,0.254363632,0.566666667,0.371
10,3,0.30665743,0.54714462,0.6,0.18
10,3,0.708935368,0.272689231,0.433333333,0.925
10,3,0.022540872,5.896125945,0.566666667,0.34
10,3,0.014132626,7.332082079,0.6,0.223
10,3,0.017353945,9.185913087,0.633333333,0.102
10,3,0.355798074,0.486443678,0.633333333,0.049
10,3,0.13187678,0.974161877,0.5,0.882
10,3,0.887222145,0.223837465,0.566666667,0.365
10,3,0.313548047,0.591047091,0.566666667,0.368
10,3,0.986842294,0.219640191,0.5,0.838
10,3,0.446413588,0.408846805,0.466666667,0.93
10,3,0.273943518,0.531690959,0.6,0.239
10,3,0.027840566,6.22849307,0.566666667,0.565
10,3,0.07676981,1.887252066,0.533333333,0.585
10,3,0.089347663,1.670171763,0.566666667,0.355
10,3,0.482525474,0.344615212,0.466666667,0.955
10,3,0.269101434,0.605270787,0.633333333,0.066
10,3,0.581682647,0.312978982,0.666666667,0.041
10,3,0.435789519,0.442829773,0.533333333,0.732
10,3,0.039780774,3.853667909,0.566666667,0.447
10,3,0.078488467,1.441058592,0.533333333,0.753
10,3,0.648463476,0.349641979,0.566666667,0.466
10,3,0.071829637,2.804627067,0.633333333,0.065
10,3,0.794581662,0.256174348,0.533333333,0.688
10,3,0.545344649,0.349327415,0.466666667,0.964
10,3,0.165069893,0.941383882,0.6,0.164
10,3,0.194327996,0.925954703,0.566666667,0.524
10,3,0.060695241,3.18740857,0.633333333,0.095
10,3,0.346915004,0.579051623,0.533333333,0.546
10,3,0.768823847,0.255990837,0.5,0.725
10,3,0.69905362,0.280321189,0.466666667,1
10,3,0.041978372,2.525471156,0.566666667,0.514
10,3,0.228844968,0.751671297,0.6,0.248
10,3,0.454968959,0.410672477,0.566666667,0.48
10,3,0.991124318,0.226342139,0.533333333,0.773
10,3,0.470947235,0.411533314,0.533333333,0.577
10,3,0.213297378,0.681766388,0.533333333,0.712
10,3,0.430759598,0.402109885,0.5,0.917
10,3,0.336223267,0.493996937,0.533333333,0.515
10,3,0.44467281,0.380569033,0.5,0.63
10,3,0.579817594,0.41524623,0.566666667,0.477
10,3,0.361932375,0.486529739,0.5,0.8
10,3,0.310893614,0.603288741,0.5,0.671
10,3,1,0.214736642,0.5,0.882
10,3,0.684933089,0.276542084,0.533333333,0.611
10,3,0.431913946,0.387817367,0.5,0.782
10,3,0.098736709,1.260674658,0.566666667,0.247
10,3,0.749989758,0.261027079,0.466666667,0.991
10,3,0.899768918,0.222604782,0.5,0.904
10,3,0.772429581,0.274218949,0.433333333,0.992
10,3,0.031452032,4.970076893,0.633333333,0.042
10,3,0.634929458,0.306534338,0.633333333,0.12
10,3,0.78709515,0.273046661,0.466666667,0.976
10,3,0.527919893,0.342710225,0.466666667,0.946
10,3,0.703280002,0.279620566,0.5,0.856
10,3,0.617605507,0.335701702,0.633333333,0.094
10,3,0.169158903,0.885390105,0.6,0.28
10,3,0.605803167,0.329970498,0.5,0.892
10,3,0.035809385,5.094852804,0.5,0.718
10,3,0.600694841,0.325277969,0.6,0.273
10,3,0.25432298,0.732871419,0.5,0.811
10,3,0.147728919,0.940453719,0.566666667,0.184
10,3,0.40980157,0.468266665,0.466666667,0.906
10,3,0.515744913,0.378745419,0.566666667,0.411
10,3,0.272877744,0.619403043,0.466666667,0.973
10,3,0.417659978,0.403227986,0.566666667,0.383
10,3,0.186707389,0.883926884,0.566666667,0.376
10,3,0.655146382,0.287819953,0.633333333,0.128
10,3,0.025688942,5.471428779,0.666666667,0.04
10,3,0.017549722,7.742934714,0.6,0.262
10,3,0.664207043,0.293760778,0.466666667,0.957
10,3,0.181484009,0.908739985,0.533333333,0.605
10,3,0.00956826,12.68047897,0.633333333,0.097
10,3,0.050080932,2.934611787,0.6,0.188
10,3,0.00670463,27.35791294,0.6,0.074
10,3,0.703836766,0.272258383,0.466666667,0.985
10,3,0.905446963,0.220279709,0.6,0.145
10,3,0.001570821,82.7827604,0.633333333,0.101
10,3,0.241479318,0.848301072,0.533333333,0.612
10,3,0.00042208,484.5095655,0.733333333,0.004
10,3,0.009420693,11.16447427,0.533333333,0.541
10,3,0.097927139,1.369893958,0.633333333,0.095
10,3,0.070043621,1.973757233,0.566666667,0.307
10,3,0.759472934,0.263996544,0.5,0.816
10,3,0.694987854,0.271702062,0.5,0.876
10,3,0.842799219,0.238671924,0.6,0.286
10,3,0.526140322,0.384404927,0.566666667,0.438
10,3,0.077066281,2.093896025,0.666666667,0.03
10,3,0.805470097,0.254131875,0.566666667,0.198
10,3,0.436676765,0.423541122,0.533333333,0.743
10,3,0.692533996,0.282922208,0.5,0.923
10,3,0.330195208,0.509415418,0.466666667,0.987
10,3,6.92E-06,8238.31633,0.7,0.005
10,3,0.796235509,0.278932968,0.466666667,0.954
10,3,0.516463372,0.355351342,0.466666667,0.982
10,3,0.086062765,1.712244132,0.6,0.24
10,3,0.282502884,0.585208883,0.5,0.816
10,3,0.76243818,0.257154748,0.533333333,0.604
10,3,0.640618915,0.313884945,0.533333333,0.454
10,3,0.00896112,9.332330158,0.533333333,0.737
10,3,0.128448118,1.420898193,0.533333333,0.575
10,3,0.046664113,4.917588297,0.533333333,0.465
10,3,0.205443686,0.784238885,0.533333333,0.593
10,3,0.051785976,1.912824448,0.533333333,0.64
10,3,0.110319106,1.590190582,0.6,0.255
10,3,0.146535672,1.140247674,0.533333333,0.796
10,3,0.091508035,1.538160917,0.533333333,0.684
10,3,0.215464329,0.883820409,0.6,0.279
10,3,0.038344719,3.596376298,0.633333333,0.106
10,3,0.022017655,3.660552532,0.6,0.251
10,3,0.574520527,0.344763092,0.566666667,0.33
10,3,0.06406797,2.306017635,0.633333333,0.126
10,3,0.569407368,0.320113514,0.6,0.176
10,3,0.189047702,0.985063039,0.566666667,0.468
10,3,0.63024941,0.300675553,0.6,0.148
10,3,0.001606039,160.7426196,0.6,0.148
10,3,0.500609262,0.337006652,0.5,0.789
10,3,0.071624296,2.629752927,0.633333333,0.13
10,3,0.012577057,13.10829747,0.533333333,0.732
10,3,0.20055366,0.775158075,0.666666667,0.023
10,3,0.188136031,0.786334408,0.566666667,0.329
10,3,0.019804968,3.54590424,0.533333333,0.726
10,3,0.761912159,0.265506497,0.466666667,0.984
10,3,0.644962751,0.296242686,0.466666667,0.984
10,3,0.722688128,0.271463499,0.533333333,0.632
10,3,0.423528275,0.423785427,0.533333333,0.725
10,3,0.156603778,0.99314051,0.6,0.162
10,3,0.847773101,0.242380252,0.566666667,0.377
10,3,0.651897132,0.276162321,0.4,0.995
10,3,0.476024481,0.359615311,0.566666667,0.332
10,3,0.030976075,5.449362868,0.566666667,0.344
10,3,0.359143028,0.438512574,0.6,0.238
10,3,0.026465986,5.077691211,0.533333333,0.58
10,3,0.180151751,0.947256885,0.533333333,0.718
10,3,0.104002267,1.587549793,0.633333333,0.067
10,3,0.145479738,1.309061069,0.6,0.282
10,3,0.185063047,0.812603365,0.5,0.895
10,3,0.191567622,0.929503695,0.533333333,0.77
10,3,0.205443686,0.698295578,0.566666667,0.441
10,3,0.853936207,0.262583831,0.5,0.798
10,3,0.24832466,0.619487994,0.566666667,0.382
10,3,0.058871587,2.187777232,0.533333333,0.599
10,3,0.000240312,409.4653969,0.633333333,0.086
10,3,0.35359044,0.477009227,0.6,0.243
10,3,0.072134142,2.089745708,0.6,0.239
10,3,0.015408691,11.14198473,0.566666667,0.278
10,3,0.444253527,0.395821001,0.5,0.921
10,3,0.404344025,0.479073853,0.666666667,0.02
10,3,0.626171606,0.303140281,0.533333333,0.476
10,3,0.066540411,3.083679936,0.566666667,0.37
10,3,0.784583489,0.258824805,0.566666667,0.511
10,3,0.963615898,0.2193424,0.5,0.819
10,3,0.322412181,0.649108478,0.566666667,0.361
10,3,0.179474707,0.963912145,0.6,0.226
10,3,0.439249472,0.440863607,0.566666667,0.378
10,3,0.955889578,0.219372886,0.5,0.915
10,3,0.154864508,0.809276975,0.533333333,0.378
10,3,0.050622342,3.508545662,0.566666667,0.348
10,3,0.189964842,0.721153268,0.466666667,0.977
10,3,0.693931485,0.292857455,0.5,0.926
10,3,0.381216378,0.431986227,0.6,0.28
10,3,0.00622098,26.27973151,0.566666667,0.306
10,3,0.827040553,0.237778878,0.533333333,0.763
10,3,0.721413681,0.271920375,0.666666667,0.034
10,3,0.466418931,0.409077689,0.466666667,0.873
10,3,0.080907445,1.940592857,0.566666667,0.533
10,3,0.021157314,7.505244611,0.666666667,0.045
10,3,0.019660973,6.200615179,0.533333333,0.598
10,3,0.215623597,0.878439681,0.566666667,0.492
10,3,0.044332832,3.383190678,0.6,0.142
10,3,0.568241877,0.31078264,0.466666667,0.924
10,3,0.356305712,0.501934294,0.6,0.306
10,3,0.896051439,0.229255319,0.5,0.656
10,3,0.63024941,0.312354279,0.566666667,0.446
10,3,0.486145907,0.392026638,0.5,0.817
10,3,0.413431925,0.388926489,0.5,0.931
10,3,0.293702018,0.572175852,0.466666667,0.947
10,3,0.030025955,2.965581564,0.6,0.256
10,3,0.065580325,1.835918804,0.5,0.852
10,3,0.211963533,0.86388731,0.566666667,0.489
10,3,0.661190972,0.309103461,0.566666667,0.322
10,3,0.833747762,0.236182645,0.633333333,0.075
10,3,0.024831826,5.469289805,0.6,0.199
10,3,0.64613723,0.291070516,0.566666667,0.529
10,3,0.445313446,0.404846392,0.566666667,0.33
10,3,0.312900147,0.59030819,0.566666667,0.513
10,3,0.25996665,0.602557424,0.566666667,0.319
10,3,0.450792066,0.410348569,0.533333333,0.62
10,3,0.004915728,16.07712742,0.666666667,0.012
10,3,0.887222145,0.219640515,0.5,0.834
10,3,0.056250886,2.186047926,0.566666667,0.339
10,3,0.684111388,0.282815635,0.433333333,0.987
10,3,0.833747762,0.247389023,0.566666667,0.363
10,3,0.063324008,1.688580677,0.533333333,0.604
10,3,0.287000184,0.599046572,0.533333333,0.476
10,3,0.034941587,2.404610273,0.566666667,0.479
10,3,0.220255854,0.830353241,0.466666667,0.979
10,3,0.004813093,32.78726234,0.633333333,0.074
10,3,0.460247643,0.388007608,0.466666667,0.973
10,3,0.636245396,0.329944067,0.5,0.835
10,3,0.807109576,0.243159823,0.5,0.762
10,3,0.366974956,0.488141522,0.6,0.093
10,3,0.299505857,0.545073527,0.5,0.815
10,3,0.838330181,0.254858585,0.533333333,0.708
10,3,0.60439177,0.319013394,0.566666667,0.454
10,3,0.023543895,3.793898904,0.633333333,0.11
10,3,0.883039805,0.23159513,0.466666667,0.887
10,3,0.004377925,26.97853237,0.6,0.276
10,3,0.231616946,0.833461604,0.666666667,0.042
10,3,0.844750142,0.240966909,0.5,0.82
10,3,0.340864732,0.575351512,0.5,0.841
10,3,0.295542763,0.571137881,0.566666667,0.508
10,3,0.560796018,0.347416746,0.566666667,0.532
10,3,0.925960645,0.226343499,0.533333333,0.415
10,3,0.370352118,0.483530533,0.533333333,0.724
10,3,0.246349795,0.647078182,0.6,0.237
10,3,0.809456834,0.252394636,0.5,0.823
10,3,0.002098335,36.81684613,0.633333333,0.104
10,3,0.429773439,0.447253594,0.533333333,0.654
10,3,0.588861363,0.32121013,0.533333333,0.791
10,3,0.857919203,0.241457159,0.433333333,1
10,3,0.559998537,0.354729143,0.533333333,0.704
10,3,0.59389912,0.331860082,0.5,0.825
10,3,0.371573697,0.465281755,0.566666667,0.429
10,3,0.682609315,0.270241817,0.433333333,0.999
10,3,0.682387748,0.299394691,0.5,0.911
10,3,0.95659852,0.216422017,0.5,0.935
10,3,0.480255364,0.377901497,0.566666667,0.197
10,3,0.987903372,0.219045388,0.533333333,0.601
10,3,0.009101128,17.05580746,0.633333333,0.062
10,3,0.108420217,1.564689022,0.566666667,0.38
10,3,0.330089577,0.556433245,0.6,0.224
10,3,0.366420985,0.467055272,0.633333333,0.064
10,3,0.291506581,0.519079566,0.533333333,0.543
10,3,0.541830483,0.363840738,0.5,0.897
10,3,0.791283127,0.254980265,0.5,0.895
10,3,0.609029771,0.324119316,0.533333333,0.575
10,3,0.69978138,0.312812515,0.533333333,0.589
10,3,0.017026055,8.309259735,0.566666667,0.39
10,3,0.285544154,0.499102072,0.533333333,0.605
10,3,0.435456714,0.404328867,0.5,0.804
10,3,0.103983636,1.353320884,0.566666667,0.304
10,3,0.155864575,0.883114108,0.533333333,0.754
10,3,0.234356143,0.62885275,0.5,0.848
10,3,0.03880834,4.411966648,0.633333333,0.109
10,3,0.495764693,0.391402324,0.566666667,0.32
10,3,0.255937853,0.765288135,0.533333333,0.732
10,3,0.018468338,6.377992381,0.633333333,0.066
10,3,0.213297378,0.759176161,0.6,0.147
10,3,0.16811743,0.94025867,0.5,0.839
10,3,0.107821212,1.383813909,0.633333333,0.123
10,3,0.759381639,0.265704482,0.5,0.879
10,3,0.991379363,0.21033231,0.533333333,0.725
10,3,0.700692026,0.289201722,0.5,0.902
10,3,0.450232693,0.372897061,0.566666667,0.223
10,3,0.0085371,10.33868675,0.633333333,0.064
10,3,0.264872582,0.626949198,0.533333333,0.679
10,3,0.960703786,0.222238818,0.5,0.873
10,3,0.131072144,1.140219898,0.566666667,0.421
10,3,0.902857199,0.227510019,0.566666667,0.305
10,3,0.106592138,1.67795155,0.533333333,0.685
10,3,0.57433427,0.321734056,0.566666667,0.41
10,3,0.004644358,39.97761538,0.566666667,0.518
10,3,0.740621091,0.272543212,0.6,0.169
10,3,0.254889597,0.646519128,0.466666667,0.959
10,3,0.072315485,2.344057672,0.633333333,0.051
10,3,0.849586304,0.240511225,0.5,0.677
10,3,0.490051719,0.347754588,0.466666667,0.875
10,3,0.019204446,12.18951914,0.566666667,0.212
10,3,0.135886159,1.116292438,0.6,0.234
10,3,0.017089704,7.610944524,0.633333333,0.053
10,3,0.441209344,0.425980673,0.6,0.283
10,3,0.669953374,0.289547529,0.566666667,0.487
10,3,0.017537575,6.59187968,0.6,0.267
10,3,0.502632542,0.350621887,0.466666667,0.914
10,3,0.467093922,0.422683353,0.5,0.856
10,3,0.014497997,9.620084868,0.7,0.003
10,3,0.259678616,0.605115353,0.6,0.153
10,3,0.399319867,0.431629774,0.5,0.929
10,3,0.092374491,1.97133596,0.5,0.792
10,3,0.008583235,14.69479861,0.7,0.001
10,3,0.253344296,0.662293781,0.566666667,0.342
10,3,0.116686587,1.483794973,0.566666667,0.346
10,3,0.422760241,0.397207766,0.566666667,0.316
10,3,0.00656231,29.02325633,0.6,0.137
10,3,0.070380895,2.943499952,0.566666667,0.502
10,3,0.339325688,0.46891773,0.533333333,0.522
10,3,0.488980386,0.375296751,0.533333333,0.795
10,3,0.057970509,3.769718999,0.6,0.134
10,3,0.36201591,0.449684014,0.566666667,0.472
10,3,0.954781658,0.212968173,0.766666667,0
10,3,0.766667596,0.264579691,0.466666667,0.854
10,3,0.484215908,0.378853744,0.5,0.791
10,3,0.161100011,0.981356521,0.533333333,0.552
10,3,0.204112359,0.846181809,0.633333333,0.105
10,3,0.519832491,0.39884677,0.566666667,0.388
10,3,0.646843691,0.348950246,0.5,0.895
10,3,0.351639063,0.548743528,0.533333333,0.747
10,3,0.054242141,3.03930693,0.7,0.013
10,3,0.17074836,0.982326512,0.6,0.174
10,3,0.373558023,0.463994333,0.533333333,0.603
10,3,0.424804972,0.406566861,0.466666667,0.874
10,3,0.30523626,0.531929283,0.5,0.912
10,3,0.498134249,0.397751808,0.633333333,0.044
10,3,0.253160887,0.685553647,0.533333333,0.52
10,3,0.148863798,0.934708808,0.5,0.714
10,3,0.476650188,0.376404689,0.5,0.814
10,3,0.425647513,0.455550198,0.5,0.841
10,3,0.295860172,0.53834526,0.566666667,0.353
10,3,0.029089346,2.893781735,0.533333333,0.726
10,3,0.120707675,1.19324453,0.633333333,0.09
10,3,0.334920945,0.512598567,0.566666667,0.493
10,3,0.123360882,1.401426382,0.533333333,0.617
10,3,0.458255073,0.375722246,0.566666667,0.523
10,3,0.188791134,0.940787024,0.566666667,0.207
10,3,0.213859815,0.902334075,0.566666667,0.452
10,3,0.018246009,6.492868078,0.633333333,0.048
10,3,0.425540126,0.363763002,0.433333333,0.999
10,3,0.082745103,1.531591903,0.6,0.173
10,3,0.429773439,0.458241207,0.566666667,0.514
10,3,0.128055763,1.307265409,0.6,0.115
10,3,1.50E-05,4023.895349,0.666666667,0.023
10,3,0.011047036,8.557916677,0.633333333,0.127
10,3,0.050549271,2.602427561,0.533333333,0.676
10,3,0.073189241,2.129419724,0.566666667,0.469
10,3,0.495764693,0.404407252,0.433333333,0.993
10,3,0.839299207,0.245714899,0.533333333,0.609
10,3,0.258345415,0.686772725,0.5,0.907
10,3,0.651897132,0.310809428,0.533333333,0.648
10,3,0.445313446,0.428710322,0.5,0.726
10,3,0.008681626,15.96237677,0.566666667,0.322
10,3,0.528691486,0.367408521,0.533333333,0.485
10,3,0.635003993,0.28936953,0.5,0.86
10,3,0.864880063,0.232811998,0.533333333,0.632
10,3,0.951096827,0.215051936,0.5,0.843
10,3,0.833747762,0.243640296,0.5,0.844
10,3,0.05187013,3.849115952,0.666666667,0.043
10,3,0.67668857,0.280220687,0.566666667,0.43
10,3,0.949731399,0.229428679,0.6,0.263
10,3,0.019497887,5.876938377,0.566666667,0.217
10,3,0.064884652,2.256317257,0.633333333,0.077
10,3,0.022089305,4.179756541,0.566666667,0.422
10,3,0.774877269,0.25798477,0.5,0.834
10,3,0.09014,1.524963054,0.566666667,0.371
10,3,0.267603965,0.601395853,0.533333333,0.548
10,3,0.204808657,0.685112274,0.533333333,0.581
10,3,0.212823618,0.738943975,0.6,0.262
10,3,0.326847524,0.493510768,0.466666667,0.97
10,3,0.397735825,0.499990333,0.6,0.27
10,3,0.051500842,2.72355302,0.633333333,0.108
10,3,0.904331117,0.229346044,0.566666667,0.375
10,3,0.391161645,0.476630412,0.566666667,0.39
10,3,0.019225276,4.535984299,0.5,0.774
10,3,0.06588711,1.819535066,0.666666667,0.027
10,3,0.280026792,0.593441599,0.633333333,0.063
10,3,0.838330181,0.238899564,0.5,0.919
10,3,0.148585316,1.023253736,0.466666667,0.896
10,3,0.54286381,0.340148256,0.5,0.739
10,3,0.080375772,1.940273574,0.6,0.104
10,3,0.932138713,0.225070331,0.466666667,0.993
10,3,0.013320305,9.11188867,0.566666667,0.474
10,3,0.077329581,1.909855246,0.566666667,0.36
10,3,0.399505444,0.467641172,0.566666667,0.271
10,3,0.557262714,0.355683657,0.6,0.147
10,3,0.198507985,0.833221991,0.6,0.289
10,3,0.032826946,4.085366469,0.5,0.79
10,3,0.080907445,1.701136972,0.566666667,0.334
10,3,0.913517247,0.223806962,0.5,0.686
10,3,0.041621158,3.790252017,0.566666667,0.351
10,3,0.077329581,1.528644892,0.533333333,0.512
10,3,0.05187013,2.464971939,0.633333333,0.093
10,3,0.776050338,0.252683893,0.6,0.276
10,3,0.130346332,1.284049176,0.566666667,0.469
10,3,0.578304369,0.327171737,0.566666667,0.356
10,3,0.349552014,0.580679663,0.533333333,0.645
10,3,0.475772778,0.366823566,0.466666667,0.944
10,3,0.381314162,0.455340383,0.533333333,0.7
10,3,0.041140544,3.98061496,0.666666667,0.045
10,3,0.301718529,0.544537088,0.533333333,0.769
10,3,0.015936395,8.183653587,0.566666667,0.268
10,3,0.471147175,0.413236027,0.633333333,0.13
10,3,0.199036556,0.866741489,0.533333333,0.585
10,3,0.60765326,0.30162767,0.466666667,0.954
10,3,0.047255997,4.05151769,0.566666667,0.432
10,3,0.202007367,0.793443315,0.566666667,0.376
10,3,0.75242944,0.274377178,0.566666667,0.356
10,3,0.234356143,0.594012767,0.566666667,0.368
10,3,0.202704477,0.734777931,0.466666667,0.859
